"case_id","Pl_type_verdict","Pl_type_judgement","Pl_type_minutes","Def_type_verdict","Def_type_judgement","Def_type_minutes","Pl_gender_verdict","Pl_gender_judgement","Def_gender_verdict","Def_gender_judgement","Number_pl_verdict","Number_pl_judgement","Number_def_verdict","Number_def_judgement","Trial_start_minutes","Trial_start_docket","Verdict_date_minutes","Verdict_date_docket","NumberofDaysinTrial","NumberofDaysinTrial_docket","Multiple_trials_note","Judge_initial_assignment","Magistrate_assignment","Judge_jury_trial_minutes","Judge_jury_trial_docket","SeatedJurySize_beg","SeatedJurySize_end","JuryPoolSize","Excused_by_court","Plaintiff_challenges","Defendant_challenges","Voir_dire_start","Voir_dire_end","Voir_dire_recess_times","Voir_dire_recess_length","Voir_dire_time","VD_extras","Deliberation_time","Deliberation_time_flag","Deliberation_days","Delib_schedule","Non_economic_damages_requested","Punitive_damages_requested","Monetary_award","Outcome_verdict","Outcome_judgement","Outcome_docket","Verdict_note","Non_economic_damages_awarded","Punitive_damages_awarded","Percent_plaintiff_liable","Damages_itemized","Damages_sum_check"
"1502785","corporation","individual, corporation","individual, corporation","individual, corporation","individual, corporation","individual, corporation",NA,"Male","Male","Male","1","3","3","3","02/11/2019","02/11/2019","02/15/2019","02/15/2019","5","5",NA,NA,NA,"Judge Raymond P. Moore","Judge Raymond P. Moore","8","8",NA,"1","3","3","9:22 AM","11:30 AM","10:35 AM to 10:51 AM",16,112,"At 11:17 a.m. counsel exercise their peremptory challenges before the eight jurors are sworn to try the case; the swearing-in entry does not carry its own timestamp but falls between 11:17 a.m. and 11:30 a.m.",NA,"one or more days had unresolvable times — verify manually",2,NA,"NO","NO",475000,"plaintiff","plaintiff","plaintiff","Patent infringement case. Jury found infringement on all questions (literal, doctrine of equivalents, contributory, and induced) for all three generations of products. Willfulness found only as to Defendant Von Honnecke. Patent not invalid (no anticipation, no obviousness). Lost profits awarded; reasonable royalty fields left blank.",NA,NA,NA,"[{""question"":""Lost profits recoverable by Plaintiff"",""amount"":475000,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Reasonable royalty rate per unit"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Total number of infringing units sold by Defendants"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Monetary value of the reasonable royalty"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""}]","verify — one or more line items had no amount"
"1600447","individual","individual","individual","individual","individual","individual","Male","Male","Male","Male","1","1","1","1","10/07/2019",NA,"10/09/2019",NA,"3",NA,NA,NA,NA,"Chief Judge Philip A. Brimmer",NA,"9",NA,NA,"2","2","3","09:02 AM","10:40 AM","10:18 AM to 10:33 AM",15,83,"At 10:33 a.m., bench conference where counsel pass the jury for cause occurred before the nine jurors were selected and the jury panel was sworn at 10:40 a.m.",80,NA,1,"Day 1: 3:40 PM to 5:00 PM, 80 min","YES","YES",0,"defendant","defendant",NA,"Jury found plaintiff did physically resist removal from cell (Q1: Yes), but force used was not more than reasonably necessary (Q2: No), and plaintiff did not prove unreasonable force claim (Q3: No). Questions 4 and 5 were not answered per instructions.",NA,NA,NA,"[{""question"":""Medical expenses (compensatory damages for constitutional rights violation)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Non-economic damages (compensatory damages for constitutional rights violation)"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Nominal damages (if no compensatory damages found)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Punitive damages (if defendant acted with evil motive or reckless indifference)"",""amount"":{},""recipient"":""plaintiff"",""type"":""punitive""}]","verify — one or more line items had no amount"
"1603000","individual",NA,"individual","individual",NA,"individual","Female",NA,"Male",NA,"1",NA,"4",NA,"09/10/2018","09/10/2018","09/27/2018","09/27/2018","13","13",NA,NA,NA,"Judge R. Brooke Jackson","Judge R. Brooke Jackson","7",NA,"36","5","3","3","09:28 AM","12:57 PM","10:43 AM to 10:57 AM",14,195,NA,233,NA,1,"Day 1: 1:13 PM to 5:06 PM, 233 min","YES","NO",0,"defendant",NA,"defendant","All four defendants found not negligent (Q1 answered NO for all). The jury did not proceed to damages questions. Non-party Kyle Phillips negligence question (Q2) and apportionment (Q3) were not answered. Damage lines left blank.",NA,NA,NA,"[{""question"":""Past medical and health care expenses"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Past lost earnings/lost earning capacity"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Future lost earnings/lost earning capacity"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Future medical and health care expenses"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Past Non-economic losses"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Future Non-economic losses"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""}]","verify — one or more line items had no amount"
"1700025","individual","individual","individual","corporation","corporation","corporation","Female","Female",NA,NA,"1","1","1","1","02/20/2018","02/20/2018","02/22/2018","02/22/2018","3","3",NA,NA,NA,"Senior Judge Wiley Y. Daniel","Judge Wiley Y. Daniel","10","10",NA,"0","3","3","09:35 AM","12:28 PM","10:50 AM to 11:12 AM",22,151,"At 12:25 p.m. Court reads preliminary jury instructions; at 12:27 p.m. Jury sworn to try the case; at 12:28 p.m. Court in Recess.",276,NA,1,"Day 1: 11:30 AM to 4:06 PM, 276 min","NO","YES",400000,"plaintiff","plaintiff","plaintiff",NA,NA,360000,NA,"[{""question"":""Actual damages on Fair Credit Reporting Act claims (Question 3)"",""amount"":25000,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Punitive damages on Fair Credit Reporting Act claim (Question 4)"",""amount"":360000,""recipient"":""plaintiff"",""type"":""punitive""},{""question"":""Breach of Contract damages (Question 6)"",""amount"":15000,""recipient"":""plaintiff"",""type"":""economic""}]","ok"
"1700584","individual","individual","individual","corporation","corporation","corporation","Male","Male",NA,NA,"1","1","1","1","10/15/2018","10/15/2018","10/18/2018","10/18/2018","4","4",NA,NA,NA,"Judge Philip A. Brimmer","Judge Philip A. Brimmer","9",NA,NA,"2","3","3","9:26 AM","12:18 PM","10:29 AM to 10:47 AM",18,154,"At 9:13 a.m., jurors present and fifteen jurors seated in the jury box; Court's preliminary remarks and introduction of staff, counsel, and parties; Statement by the Court; All jurors sworn for voir dire — all occurring before voir dire by Court began at 9:26 a.m. At the end of voir dire, after jury panel sworn, Court instructs jurors and jurors excused, followed by discussion regarding exhibits before the 12:18 p.m. recess.",NA,"one or more days had unresolvable times — verify manually",1,NA,"YES","NO",0,"defendant","defendant","plaintiff","Jury found for defendant on premises liability claim (Question 1 answered No); questions 2-4 were not answered as instructed.",NA,NA,NA,"[{""question"":""Non-economic losses or injuries"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Physical impairment"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""}]","verify — one or more line items had no amount"
"1701341","individual","individual",NA,"individual","individual",NA,"Male","Male","Mixed","Female","1","1","2","2",NA,"09/16/2019",NA,"09/18/2019",NA,"3",NA,NA,NA,NA,"Judge Christine M. Arguello",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO","YES",180002,"plaintiff","plaintiff","plaintiff","Single verdict form covering two claims: Claim 1 (First Amendment retaliation against Sgt. Watson) and Claim 2 (Fourteenth Amendment procedural due process against Lt. Prieto). Plaintiff prevailed on both claims with compensatory and punitive damages awarded on each.",NA,180000,NA,"[{""question"":""Q3 — Compensatory damages against Sgt. Watson (Claim 1)"",""amount"":1,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q5 — Punitive damages against Sgt. Watson (Claim 1, First Amendment)"",""amount"":60000,""recipient"":""plaintiff"",""type"":""punitive""},{""question"":""Q8 — Compensatory damages against Lt. Prieto (Claim 2, due process)"",""amount"":1,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q10 — Punitive damages against Lt. Prieto (Claim 2, due process)"",""amount"":120000,""recipient"":""plaintiff"",""type"":""punitive""}]","ok"
"1702629","individual",NA,"individual","corporation",NA,"corporation","Mixed",NA,NA,NA,"2",NA,"1",NA,"05/06/2019","05/06/2019","05/08/2019","05/08/2019","3","3",NA,NA,NA,"Magistrate Judge Kathleen M. Tafoya","Magistrate Judge Kathleen M. Tafoya","8",NA,NA,"1","3","3","10:17 AM","11:55 AM",NA,0,98,"At 10:04 a.m., prior to voir dire start, appearances of counsel and jurors present, court's opening remarks to prospective jurors, and fourteen jurors called to the jury box occurred before voir dire began at 10:17 a.m. At 10:17 a.m., court reads statement of case to jurors and counsel reads list of potential witnesses before voir dire questioning begins.",88,NA,1,"Day 1: 1:55 PM to 3:23 PM, 88 min","NO","NO",0,"defendant",NA,"defendant","Jury answered No to Questions 2 and 3 (defendant did not fail to approve coverage; plaintiffs did not substantially perform), stopping before damages. Questions 4, 5, and 6 were left blank.",NA,NA,NA,"[{""question"":""Q4 — Dollar amount of covered loss for roof repair from May 8, 2017 storm"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""}]","verify — one or more line items had no amount"
"1703070","individual","individual","individual","corporation","corporation","corporation","Male","Male",NA,NA,"1","1","1","1","04/15/2019",NA,"04/19/2019",NA,"5",NA,NA,NA,NA,"Magistrate Judge Kristen L. Mix",NA,"8",NA,NA,"0","2","2","9:30 AM","10:25 AM",NA,0,55,"At the 9:30 AM timestamp, prior to voir dire by the Court, the following events occurred: Jury panel present, Court's preliminary statements to the jury, Jurors sworn for voir dire, Twelve jurors called to the jury box. At the end of voir dire, the swearing of the jury shares no distinct timestamp; the jury sworn entry appears after Court's preliminary instructions and Bailiff sworn, with the next timestamp being 10:25 AM (Court in recess), which is used as Voir_dire_end.",211,NA,1,"Day 1: 12:06 PM to 3:37 PM, 211 min","YES","YES",50000,"plaintiff","plaintiff",NA,"Single verdict form covering both Section 1981 and Title VII claims. Section 1981: discrimination (No), harassment (Yes), retaliation (No). Title VII: discrimination (No), harassment (Yes), retaliation (No). Plaintiff prevailed on harassment claims under both statutes.",50000,NA,NA,"[{""question"":""Q4 (Section 1981) — Back pay damages"",""amount"":0,""recipient"":""defendant"",""type"":""economic""},{""question"":""Q5 (Section 1981) — Reduction of back pay damages"",""amount"":0,""recipient"":""defendant"",""type"":""economic""},{""question"":""Q6 (Section 1981) — Compensatory damages for pain, suffering, mental anguish"",""amount"":25000,""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Q7 (Section 1981) — Punitive damages"",""amount"":0,""recipient"":""defendant"",""type"":""punitive""},{""question"":""Q11 (Title VII) — Back pay damages"",""amount"":0,""recipient"":""defendant"",""type"":""economic""},{""question"":""Q12 (Title VII) — Reduction of back pay damages"",""amount"":0,""recipient"":""defendant"",""type"":""economic""},{""question"":""Q13 (Title VII) — Compensatory damages for pain, suffering, mental anguish"",""amount"":25000,""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Q14 (Title VII) — Punitive damages"",""amount"":0,""recipient"":""defendant"",""type"":""punitive""}]","ok"
"1800997","corporation","university, corporation","corporation","corporation","corporation","corporation",NA,NA,NA,NA,"2","2","1","1","03/27/2023","03/27/2023","03/31/2023","03/31/2023","5","5",NA,NA,NA,"Judge Raymond P. Moore","Judge Raymond P. Moore","8",NA,NA,"7","3","3","9:32 AM","12:29 PM","10:34 AM to 11:01 AM",27,150,"At 12:22 p.m. counsel exercised peremptory challenges; eight jurors sworn to try the case; at 12:29 p.m. jury is excused — all occurring before the 12:29 PM timestamp used as voir dire end.",215,NA,1,"Day 1: 11:18 AM to 2:53 PM, 215 min","NO","NO",39000000,"plaintiff","plaintiff","plaintiff","Patent infringement case. Jury found claim 30 of the '270 patent not invalid (not obvious, not lacking written description, not lacking enablement) and awarded damages to plaintiffs.",NA,NA,NA,"[{""question"":""Q5 — Amount of damages suffered by Duke and Allergan Sales due to infringement of claim 30 of the '270 patent by Sandoz"",""amount"":39000000,""recipient"":""plaintiff"",""type"":""economic""}]","ok"
"1801665","individual","individual","individual","corporation","corporation","corporation","Male","Male",NA,NA,"1","1","1","1","06/27/2022","06/27/2022","07/01/2022","07/01/2022","5","5",NA,NA,NA,"Judge Raymond P. Moore","Judge Raymond P. Moore","8","8",NA,"6","3","3","9:06 AM","11:46 AM","10:35 AM to 10:50 AM",15,145,"At 9:06 a.m. when jury panel became present: all jurors sworn for voir dire, attorneys and parties introduced, court's statement of the case to jurors, court advises jury panel regarding its jury selection practice, two jurors excused for cause (100425473, 100432266) — all occurring before voir dire of the jury panel by the Court began.",188,NA,1,"Day 1: 11:05 AM to 2:13 PM, 188 min","YES","NO",0,"defendant","defendant","defendant","Jury found for defendant on all three claims: breach of contract (Q1: No), bad faith breach of insurance contract (Q3: No), and unreasonable delay or denial in payment of benefits (Q5: No). No damages awarded.",NA,NA,NA,"[{""question"":""Q2a - Economic Damages (breach of contract)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q2b - Noneconomic Damages (breach of contract)"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Q2c - Physical Impairment or Disfigurement Damages (breach of contract)"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Q2d - Nominal Damages (breach of contract)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q4 - Damages for bad faith breach"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q6 - Total dollar amount of covered benefits delayed or denied without reasonable basis"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""}]","verify — one or more line items had no amount"
"1802076","individual","individual","individual","individual","county, individual","individual","Female","Female","Male","Male","1","1","1","4","10/03/2022","10/03/2022","10/04/2022","10/04/2022","2","2",NA,NA,NA,"Judge Daniel D. Domenico","Judge Daniel D. Domenico","7","7",NA,"5","3","3","09:41 AM","11:53 AM","10:57 AM to 11:10 AM",13,119,"At 9:40 a.m., voir dire oath given, immediately before voir dire by Court commences at 9:41 a.m. At 11:52 a.m., jury sworn to try the case; court in recess at 11:53 a.m.",77,NA,1,"Day 1: 3:38 PM to 4:55 PM, 77 min","YES","YES",8250000,"plaintiff","plaintiff","plaintiff","Plaintiff Hollis Ann Whitson appears as guardian ad litem for Peatinna Biggs; the actual injured party is Peatinna Biggs. Jury found for plaintiff on all three claims: excessive force, cruel and unusual punishment, and false imprisonment.",3250000,5000000,NA,"[{""question"":""Question 4(b) — Compensatory damages for deprivation of constitutional rights"",""amount"":3250000,""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Question 5(b) — Punitive damages for deprivation of constitutional rights"",""amount"":5000000,""recipient"":""plaintiff"",""type"":""punitive""}]","ok"
"1901749","corporation","corporation","corporation","corporation","corporation","corporation",NA,NA,NA,NA,"1","1","1","1","03/14/2022","03/14/2022","03/22/2022","03/22/2022","7","7",NA,NA,NA,"Judge Regina M. Rodriguez","Judge Regina M. Rodriguez","8","8",NA,"1","3","3","09:54 AM","11:24 AM","10:50 AM to 11:14 AM",24,66,"At 11:18 a.m. eight prospective jurors selected to try the case; at 11:19 a.m. jury of eight sworn to try the case — both occur before the 11:24 a.m. timestamp used as voir dire end (preliminary jury instructions given at 11:24 a.m.)",650,NA,2,"Day 1: 2:32 PM to 5:26 PM, 174 min; Day 2: 8:00 AM to 3:56 PM, 476 min","NO","YES",1037699,"plaintiff","plaintiff","plaintiff","Titan (plaintiff) prevailed on breach of contract and breach of implied duty of good faith and fair dealing claims. National Tax's counterclaims for misappropriation of trade secrets, intentional interference with contractual obligations, and interference with prospective business advantage were all denied. National Tax prevailed on its unjust enrichment counterclaim but the damages amount written appears to be '$1' or unclear. Titan was awarded $1,027,500 on breach of contract and $10,200 on implied duty of good faith claims.",NA,NA,NA,"[{""question"":""Q3 — Titan's damages caused by National Tax's breach of contract"",""amount"":1027500,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q5 — Titan's damages caused by National Tax's breach of implied duty of good faith"",""amount"":10200,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q7 — Titan's damages as a result of National Tax's unjust enrichment"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q9 — National Tax's actual damages as a result of Titan's misappropriation of trade secrets"",""amount"":{},""recipient"":""defendant"",""type"":""economic""},{""question"":""Q11 — Exemplary damages for willful and malicious misappropriation"",""amount"":{},""recipient"":""defendant"",""type"":""punitive""},{""question"":""Q13 — National Tax's damages caused by Titan's interference with contract"",""amount"":{},""recipient"":""defendant"",""type"":""economic""},{""question"":""Q15 — National Tax's damages caused by Titan's interference with business advantage"",""amount"":{},""recipient"":""defendant"",""type"":""economic""},{""question"":""Q17 — National Tax's damages as a result of Titan's unjust enrichment"",""amount"":1,""recipient"":""defendant"",""type"":""economic""}]","verify — one or more line items had no amount"
"2000076","individual","individual","individual","corporation","corporation","corporation","Female","Female",NA,NA,"1","1","1","1","09/27/2021","09/27/2021","09/30/2021","09/30/2021","4","4",NA,NA,NA,"Judge R. Brooke Jackson","Judge R. Brooke Jackson","7","7","21",NA,"3","3","09:24 AM","10:27 AM",NA,0,63,"At 10:10 a.m., seven jurors sworn to try the case. Court instructs the jury on its practices for trial. At 10:27 a.m., court in recess – jury escorted out.",93,NA,1,"Day 1: 12:30 PM to 2:03 PM, 93 min","YES","YES",0,"defendant","defendant","defendant","Jury found for defendant on all claims: Title VII sex discrimination (Q1: No), Title VII race discrimination (Q2: No), and Section 1981 race discrimination (Q8: No). Sections II and IV (damages) were skipped per instructions.",NA,NA,NA,"[{""question"":""Q3 follow-up — Economic damages under Title VII"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q4 follow-up — Deduction from economic damages (failure to mitigate) under Title VII"",""amount"":{},""recipient"":""defendant"",""type"":""economic""},{""question"":""Q5 follow-up — Future damages under Title VII"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q6 follow-up — Non-economic damages (emotional distress, pain, suffering, mental anguish) under Title VII"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Q7 follow-up — Punitive damages under Title VII"",""amount"":{},""recipient"":""plaintiff"",""type"":""punitive""},{""question"":""Q9 follow-up — Economic damages under Section 1981"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""}]","verify — one or more line items had no amount"
"2000627","individual","individual","individual","school, individual","school, individual","school, individual","Female","Female","Male","Male","1","1","2","2","03/13/2023","03/13/2023","03/16/2023","03/16/2023","4","4",NA,NA,NA,"Judge Nina Y. Wang","Judge Nina Y. Wang","8","8",NA,"4","3","3","09:24 AM","11:41 AM","10:55 AM to 11:12 AM",17,120,"At 11:30 a.m., counsel pass jury panel for cause and request no additional voir dire be done by the Court. Challenges for cause and peremptory challenges are recorded. At 11:38 a.m., eight jurors sworn to try the case. Court instructs the jury prior to jury being excused at 11:41 a.m.",154,NA,1,"Day 1: 11:02 AM to 1:36 PM, 154 min","YES","NO",0,"defendant","defendant","defendant","Verdict for defendant Jonathan Dehn on First Amendment retaliation claim (Q1 answered No). Verdict for defendant Pueblo School District No. 60 on breach of contract claim (Q5 answered No, meaning district did not fail to follow the anti-retaliation provision). No damages awarded to plaintiff.",NA,NA,NA,"[{""question"":""Q3a - Lost wages and employment benefits (First Amendment claim against Dehn)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q3b - Mental and emotional suffering (First Amendment claim against Dehn)"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Q3 Total - Compensatory damages (First Amendment claim against Dehn)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q6 - General damages for breach of contract claim against Pueblo School District No. 60"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""}]","verify — one or more line items had no amount"
"2001194","corporation","corporation","corporation","corporation","corporation","corporation",NA,NA,NA,NA,"1","1","1","1","05/01/2023","05/01/2023","05/05/2023","05/05/2023","5","5",NA,NA,NA,"Judge Daniel D. Domenico","Judge Daniel D. Domenico","9","9",NA,"5","3","3","9:28 AM","11:48 AM","10:38 AM to 10:54 AM",16,124,"At 9:27 a.m., voir dire oath given, before voir dire by Court commenced at 9:28 a.m. At 11:47 a.m., jury sworn to try the case; at 11:48 a.m., court reads preliminary jury instructions.",154,NA,1,"Day 1: 3:45 PM to 6:19 PM, 154 min","NO","YES",6725000,"plaintiff","plaintiff","plaintiff",NA,NA,1500000,NA,"[{""question"":""Q1(c) — General damages for breach of insurance contract"",""amount"":700000,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q1(d) — Nominal damages (if general damages not proved)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q2(b) — Benefits denied without reasonable basis (unreasonable denial of benefits)"",""amount"":1400000,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q3(b) — Damages caused by AmGUARD's bad faith breach of insurance contract"",""amount"":745000,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q3(d) — Punitive damages for bad faith breach of insurance contract"",""amount"":1500000,""recipient"":""plaintiff"",""type"":""punitive""},{""question"":""Q4 — Total damages award (breach of contract, unreasonable denial, and/or bad faith)"",""amount"":2380000,""recipient"":""plaintiff"",""type"":""economic""}]","verify — one or more line items had no amount"
"2101408","individual","individual","individual","corporation","corporation","corporation","Female","Female",NA,NA,"1","1","1","1","09/23/2024","09/23/2024","09/25/2024","09/25/2024","3","3",NA,NA,NA,"Judge Daniel D. Domenico","Judge Daniel D. Domenico","9","9",NA,"2","3","3","9:20 AM","11:39 AM","10:39 AM to 11:19 AM",40,99,"At 11:33 a.m., before the jury was sworn at 11:36 a.m., challenges for cause and peremptory challenges were recorded. At 11:36 a.m., after the jury was sworn, there was a discussion regarding stipulated exhibits.",246,NA,1,"Day 1: 11:57 AM to 4:03 PM, 246 min","NO","NO",28238.25,"plaintiff","plaintiff","plaintiff","Jury found for plaintiff on breach of contract. Defendant proved setoff of $7172.04 against plaintiff's damages of $35410.29.",NA,NA,NA,"[{""question"":""Q3 — Plaintiff's damages caused by Safeco's breach of contract"",""amount"":35410.29,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q5 — Defendant's setoff amount"",""amount"":7172.04,""recipient"":""defendant"",""type"":""economic""}]","ok"
"2101748","individual","individual","individual","corporation","corporation","corporation","Male","Male",NA,NA,"1","1","1","1","06/26/2023","06/26/2023","06/27/2023","06/29/2023","4","4",NA,NA,NA,"Judge Gordon P. Gallagher","District Judge Gordon P Gallagher","9","8",NA,"8","3","3","9:10 AM","12:01 PM","10:11 AM to 10:26 AM",15,156,"At 9:10 a.m., prior to voir dire beginning, the jury panel became present and the Court made remarks to prospective jurors and introduced counsel and parties before administering the oath and commencing voir dire. At the end of voir dire, after jurors were sworn, the Court provided instructions to the jury, reviewed the Code of Conduct, and distributed the Juror Code of Conduct to all jurors and counsel before the jury was excused at 12:01 p.m.",169,NA,1,"Day 1: 1:50 PM to 4:39 PM, 169 min","YES","NO",413333.63,"plaintiff","plaintiff","plaintiff",NA,337112,NA,NA,"[{""question"":""Total dollar amount of payment Defendant Allstate delayed making without a reasonable basis (Section I, Q2)"",""amount"":76221.63,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Total amount of Plaintiff Yeager's damages for noneconomic losses caused by Defendant Allstate's unreasonable conduct or position (Section II, Q5)"",""amount"":337112,""recipient"":""plaintiff"",""type"":""noneconomic""}]","ok"
"2102444","individual","individual","individual","corporation","corporation","corporation","Male","Male",NA,NA,"1","1","1","1","09/11/2023","09/11/2023","09/14/2023","09/14/2023","4","4",NA,NA,NA,"Judge Charlotte N. Sweeney","Judge Charlotte N. Sweeney","9","9","29","3","3","3","08:51 AM","11:37 AM","10:42 AM to 10:55 AM",13,153,"At 11:22 a.m. nine jurors were sworn to try the case; the court then went into recess at 11:22 p.m. (noted as p.m. in document, likely a typo for a.m.); court returned in session at 11:37 a.m. with jury escorted in, after which the Court instructed the jury on its practices for trial.",150,NA,2,"Day 1: 3:58 PM to 4:17 PM, 19 min; Day 2: 8:30 AM to 10:41 AM, 131 min","YES","NO",0,"defendant","defendant","defendant","Jury found no breach of contract (Q1: No) and no unreasonable delay or denial of benefits (Q4: No). No damages awarded to plaintiff.",NA,NA,NA,"[{""question"":""Q3a — Noneconomic losses or injuries damages"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Q3b — Economic losses damages"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q6 — Total dollar amount of covered benefits delayed or denied without reasonable basis"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""}]","verify — one or more line items had no amount"
"501917","corporation","corporation","corporation","corporation","corporation","corporation",NA,NA,NA,NA,"1","1","1","1","12/03/2007","12/03/2007","12/14/2007","12/14/2007","10","10",NA,NA,NA,"Senior District Judge Richard P. Matsch","Judge Richard P. Matsch","12",NA,NA,"2","3","3","08:36 AM","01:34 PM","12:05 PM to 01:30 PM",85,213,"At 1:30 p.m. court in session; jurors present; twelve jurors sworn to try the case — swearing shares the 1:30 p.m. session timestamp with jurors being brought in, so the next timestamp (1:34 p.m., plaintiff's opening statement) is used as Voir_dire_end.",1230,NA,3,"Day 1: 1:47 PM to 4:37 PM, 170 min; Day 2: 9:00 AM to 4:32 PM, 452 min; Day 3: 9:00 AM to 2:04 PM, 304 min; Day 4: 9:00 AM to 2:04 PM, 304 min","NO","NO",394410.20999999996,"plaintiff","plaintiff","plaintiff","Jury awarded damages for breach of license agreement and copyright infringement. Court additionally ordered DMCA statutory damages of $2,500 per violation (47 violations) for a total of $117,500. Entry of judgment withheld pending briefs on prejudgment interest and attorney fees.",NA,NA,NA,"[{""question"":""Damages caused by breach of license agreements between Adept and Zoll Data Systems"",""amount"":150660.21,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Adept's losses sustained as a result of defendant's copyright infringement"",""amount"":0,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Profits obtained by Zoll from sales of Nomad product attributed to unauthorized use of Adept's copyrighted Street Wizard software"",""amount"":243750,""recipient"":""plaintiff"",""type"":""economic""}]","ok"
"601016","individual","individual","individual","individual","individual","individual","Male","Male","Male","Male","1","1","1","1","11/05/2007","11/05/2007","11/06/2007","11/06/2007","2","2",NA,NA,NA,"Chief Judge Edward W. Nottingham","Chief Judge Edward W. Nottingham","12","12",NA,"1","3","3","9:20 AM","10:28 AM",NA,0,68,"At 9:20 AM, civil voir dire oath was given to jury panel before voir dire by court commenced. At 10:26 AM, criminal jury oath given and twelve jurors sworn to try the case, followed by court in recess at 10:28 AM.",89,NA,1,"Day 1: 10:43 AM to 12:12 PM, 89 min","YES","YES",0,"defendant","defendant","defendant","Jury answered NO to Question 1 (Due Process — excessive taser use), finding for the defendant. Certification B (defendant verdict) was signed and dated November 6, 2007. Damages questions were not reached.",NA,NA,NA,"[{""question"":""Compensatory damages — amount to fairly compensate Mr. Lomax for injuries caused by unlawful conduct of Sgt. Penson"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Punitive damages — amount to punish Sgt. Penson and set an example for others"",""amount"":{},""recipient"":""plaintiff"",""type"":""punitive""}]","verify — one or more line items had no amount"
