"case_id","Pl_type_verdict","Pl_type_judgement","Pl_type_minutes","Def_type_verdict","Def_type_judgement","Def_type_minutes","Pl_gender_verdict","Pl_gender_judgement","Def_gender_verdict","Def_gender_judgement","Number_pl_verdict","Number_pl_judgement","Number_def_verdict","Number_def_judgement","Trial_start_minutes","Trial_start_docket","Verdict_date_minutes","Verdict_date_docket","NumberofDaysinTrial","NumberofDaysinTrial_docket","Multiple_trials_note","Judge_initial_assignment","Magistrate_assignment","Judge_jury_trial_minutes","Judge_jury_trial_docket","SeatedJurySize_beg","SeatedJurySize_end","JuryPoolSize","Excused_by_court","Plaintiff_challenges","Defendant_challenges","Voir_dire_start","Voir_dire_end","Voir_dire_recess_times","Voir_dire_recess_length","Voir_dire_time","VD_extras","Deliberation_time","Deliberation_time_flag","Deliberation_days","Delib_schedule","Non_economic_damages_requested","Punitive_damages_requested","Monetary_award","Damages_itemized","Damages_sum_check","Outcome_verdict","Outcome_judgement","Outcome_docket","Verdict_note","Non_economic_damages_awarded","Punitive_damages_awarded","Percent_plaintiff_liable"
"1703070","individual","individual","individual","corporation","corporation","corporation","Male","Male",NA,NA,"1","1","1","1","04/15/2019","04/15/2019","04/19/2019","04/19/2019","5","5",NA,"Magistrate Judge Kristen L. Mix","Magistrate Judge Kristen L. Mix","Magistrate Judge Kristen L. Mix","Magistrate Judge Kristen L. Mix","8",NA,NA,"0","2","2","09:30 AM","10:25 AM",NA,0,55,"At 10:00 a.m. voir dire by Ms. Colaizzi began. After voir dire concluded, jurors excused for cause (none), plaintiff's and defendant's peremptory challenges were exercised, eight jurors were sworn to try the case, court's preliminary instructions to the jury were given, and bailiff was sworn — all before the 10:25 a.m. recess timestamp which is used as the voir dire end.",216,NA,1,"Day 1: 12:01 PM to 3:37 PM, 216 min","YES","YES",50000,"[{""question"":""Section 1981 - Back pay damages (Q4)"",""amount"":0,""recipient"":""defendant"",""type"":""economic""},{""question"":""Section 1981 - Reduction to back pay damages (Q5)"",""amount"":0,""recipient"":""defendant"",""type"":""economic""},{""question"":""Section 1981 - Compensatory damages for pain, suffering, mental anguish (Q6)"",""amount"":25000,""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Section 1981 - Punitive damages (Q7)"",""amount"":0,""recipient"":""defendant"",""type"":""punitive""},{""question"":""Title VII - Back pay damages (Q11)"",""amount"":0,""recipient"":""defendant"",""type"":""economic""},{""question"":""Title VII - Reduction to back pay damages (Q12)"",""amount"":0,""recipient"":""defendant"",""type"":""economic""},{""question"":""Title VII - Compensatory damages for pain, suffering, mental anguish (Q13)"",""amount"":25000,""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Title VII - Punitive damages (Q14)"",""amount"":0,""recipient"":""defendant"",""type"":""punitive""}]","ok","plaintiff","plaintiff","plaintiff","Plaintiff prevailed on Section 1981 harassment claim (Q2 Yes) and Title VII harassment claim (Q9 Yes). Discrimination (Q1, Q8) and retaliation (Q3, Q10) claims found for defendant. Compensatory damages of $25,000 awarded under both Section 1981 and Title VII; back pay and punitive damages denied under both claims.",50000,NA,NA
"1800997","corporation","university, corporation","corporation","corporation","corporation","corporation",NA,NA,NA,NA,"2","2","1","1","03/27/2023","03/27/2023","03/31/2023","03/31/2023","5","5",NA,"Chief Judge Marcia S. Krieger","Magistrate Judge Kristen L. Mix","Judge Raymond P. Moore","Judge Raymond P. Moore","8",NA,NA,"7","3","3","9:32 AM","12:22 PM","10:34 AM to 11:01 AM",27,143,"At 9:30 a.m. jury panel is present and preliminary remarks made by the Court before voir dire sworn at 9:32 a.m. At 12:14 p.m. bench discussion held regarding challenges for cause; in open court jurors excused for cause (100428535, 100428918, 100425762) before peremptory challenges exercised at 12:22 p.m.",215,NA,1,"Day 1: 11:18 AM to 2:53 PM, 215 min","NO","NO",39000000,"[{""question"":""Question No. 5 — Damages suffered by Duke and Allergan Sales due to infringement of claim 30 of the '270 patent by Sandoz"",""amount"":39000000,""recipient"":""plaintiff"",""type"":""economic""}]","ok","plaintiff","plaintiff","plaintiff","Patent infringement case. Jury found claim 30 of the '270 patent not invalid (not obvious, not lacking written description, not lacking enablement) and awarded damages for infringement.",NA,NA,NA
"1801665","individual","individual","individual","corporation","corporation","corporation","Male","Male",NA,NA,"1","1","1","1","06/27/2022","06/27/2022","07/01/2022","07/01/2022","5","5",NA,"Judge Wiley Y. Daniel","Magistrate Judge Nina Y. Wang","Judge Raymond P. Moore","Judge Raymond P. Moore","8","8",NA,"6","3","3","9:06 AM","11:46 AM","10:35 AM to 10:50 AM",15,145,"At 9:06 a.m. when jury panel became present: all jurors sworn for voir dire, attorneys and parties introduced, court's statement of the case to jurors, court advises jury panel regarding its jury selection practice, jurors excused for cause (100425473, 100432266) — all before voir dire of the jury panel by the Court began.",188,NA,1,"Day 1: 11:05 AM to 2:13 PM, 188 min","YES","NO",0,"[{""question"":""Q2a - Economic Damages (breach of contract)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q2b - Noneconomic Damages (breach of contract)"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Q2c - Physical Impairment or Disfigurement Damages (breach of contract)"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Q2d - Nominal Damages (breach of contract)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q4 - Damages for bad faith breach"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q6 - Total dollar amount of covered benefits delayed or denied without reasonable basis"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""}]","verify — one or more line items had no amount","defendant","defendant","defendant","Jury found for defendant on all three claims: breach of contract (Q1: No), bad faith breach of insurance contract (Q3: No), and unreasonable delay or denial in payment of benefits (Q5: No). No damages awarded.",NA,NA,NA
"1802076","individual","individual","individual","individual","county, individual","individual","Female","Female","Male","Male","1","1","1","4","10/03/2022","10/03/2022","10/04/2022","10/04/2022","2","2",NA,"Judge Wiley Y. Daniel","Magistrate Judge S. Kato Crews","Judge Daniel D. Domenico","Judge Daniel D. Domenico","7","7",NA,"5","3","3","09:41 AM","11:52 AM","10:57 AM to 11:10 AM",13,118,"At 9:40 a.m., voir dire oath given, immediately before voir dire by Court commences at 9:41 a.m. At 11:43 a.m., bench conference regarding challenges for cause (and there are none), followed by listing of challenges for cause and peremptory challenges, before jury sworn at 11:52 a.m.",77,NA,1,"Day 1: 3:38 PM to 4:55 PM, 77 min","YES","YES",8250000,"[{""question"":""Question 4(b) — Compensatory damages for deprivation of constitutional rights"",""amount"":3250000,""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Question 5(b) — Punitive damages for deprivation of constitutional rights"",""amount"":5000000,""recipient"":""plaintiff"",""type"":""punitive""}]","ok","plaintiff","plaintiff","plaintiff",NA,3250000,5000000,NA
"1901749","corporation","corporation","corporation","corporation","corporation","corporation",NA,NA,NA,NA,"1","1","1","1","03/14/2022","03/14/2022","03/22/2022","03/22/2022","7","7",NA,"Magistrate Judge S. Kato Crews","Magistrate Judge S. Kato Crews","Judge Regina M. Rodriguez","Judge Regina M. Rodriguez","8","8",NA,"1","3","3","09:54 AM","11:19 AM","10:50 AM to 11:14 AM",24,61,"At 9:22 a.m. all prospective jurors were sworn for voir dire; at 9:27 a.m. Court read the Juror Code of Conduct and the stipulated statement of claims and defenses before voir dire by Court began at 9:54 a.m. After the recess, prospective jurors were present, peremptory challenges were exercised, prospective jurors not selected were excused, and eight jurors were selected at 11:18 a.m. before the jury was sworn at 11:19 a.m.",650,NA,2,"Day 1: 2:32 PM to 5:26 PM, 174 min; Day 2: 8:00 AM to 3:56 PM, 476 min","NO","YES",1037699,"[{""question"":""Q3 - Titan's damages from National Tax's breach of contract"",""amount"":1027500,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q5 - Titan's damages from National Tax's breach of implied duty of good faith"",""amount"":10200,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q7 - Titan's damages from National Tax's unjust enrichment"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q9 - National Tax's actual damages from Titan's misappropriation of trade secrets"",""amount"":{},""recipient"":""defendant"",""type"":""economic""},{""question"":""Q11 - Exemplary damages for willful and malicious misappropriation"",""amount"":{},""recipient"":""defendant"",""type"":""punitive""},{""question"":""Q13 - National Tax's damages from Titan's interference with contract"",""amount"":{},""recipient"":""defendant"",""type"":""economic""},{""question"":""Q15 - National Tax's damages from Titan's interference with business advantage"",""amount"":{},""recipient"":""defendant"",""type"":""economic""},{""question"":""Q17 - National Tax's damages from Titan's unjust enrichment"",""amount"":1,""recipient"":""defendant"",""type"":""economic""}]","verify — one or more line items had no amount","plaintiff","plaintiff","plaintiff","Titan (plaintiff) prevailed on breach of contract ($1,027,500) and breach of implied duty of good faith and fair dealing ($10,200). National Tax (defendant/counterclaim plaintiff) prevailed on unjust enrichment counterclaim but amount appears nominal (written as '$1' or unclear). National Tax did not prevail on trade secret misappropriation, intentional interference with contractual obligations, or interference with prospective business advantage counterclaims.",NA,NA,NA
"2000076","individual","individual","individual","corporation","corporation","corporation","Female","Female",NA,NA,"1","1","1","1","09/27/2021","09/27/2021","09/30/2021","09/30/2021","4","4",NA,"Judge R. Brooke Jackson","Magistrate Judge Scott T. Varholak","Judge R. Brooke Jackson","Judge R. Brooke Jackson","7","7","21",NA,"3","3","09:24 AM","10:10 AM",NA,0,46,NA,93,NA,1,"Day 1: 12:30 PM to 2:03 PM, 93 min","YES","YES",0,"[{""question"":""Title VII economic damages (Q3)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Title VII reduction for failure to mitigate (Q4)"",""amount"":{},""recipient"":""defendant"",""type"":""economic""},{""question"":""Title VII future damages (Q5)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Title VII non-economic damages - emotional distress, pain, suffering, mental anguish (Q6)"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Title VII punitive damages (Q7)"",""amount"":{},""recipient"":""plaintiff"",""type"":""punitive""},{""question"":""Section 1981 economic damages (Q9)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""}]","verify — one or more line items had no amount","defendant","defendant","defendant","Jury found for defendant on all claims: Title VII sex discrimination (Q1: No), Title VII race discrimination (Q2: No), and Section 1981 race discrimination (Q8: No). Sections II and IV (damages) were skipped per instructions. All damage line items left blank.",NA,NA,NA
"2000627","individual","individual","individual","school, individual","school, individual","school, individual","Female","Female","Male","Male","1","1","2","2","03/13/2023","03/13/2023","03/16/2023","03/16/2023","4","4",NA,"Judge Robert E. Blackburn","Magistrate Judge Kathleen M. Tafoya","Judge Nina Y. Wang","Judge Nina Y. Wang","8","8",NA,"4","3","3","09:24 AM","11:38 AM","10:55 AM to 11:12 AM",17,117,"At 9:11 a.m. court came back in session; jury panel became present; court made preliminary remarks and introduced staff, counsel, and parties; jury panel was sworn for voir dire — all before voir dire began at 9:24 a.m. Before the jury was sworn at 11:38 a.m., counsel passed the jury panel for cause at 11:30 a.m. and peremptory challenges were exercised (listed without a timestamp).",157,NA,1,"Day 1: 10:59 AM to 1:36 PM, 157 min","YES","NO",0,"[{""question"":""First Amendment claim — Lost wages and employment benefits"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""First Amendment claim — Mental and emotional suffering"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Breach of contract claim — General damages"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""}]","verify — one or more line items had no amount","defendant","defendant","defendant","Verdict for defendant Jonathan Dehn on First Amendment retaliation claim (Q1: No). Verdict for defendant Pueblo School District No. 60 on breach of contract claim (Q5: No). No damages awarded to plaintiff on any claim.",NA,NA,NA
"2001194","corporation","corporation","corporation","corporation","corporation","corporation",NA,NA,NA,NA,"1","1","1","1","05/01/2023","05/01/2023","05/05/2023","05/05/2023","5","5",NA,"Magistrate Judge Kathleen M. Tafoya","Magistrate Judge Kathleen M. Tafoya","Judge Daniel D. Domenico","Judge Daniel D. Domenico","9","9",NA,"5","3","3","9:28 AM","11:47 AM","10:38 AM to 10:54 AM",16,123,"At 9:20 a.m., before voir dire commenced, appearances of counsel and parties were noted and the Court gave opening remarks to prospective jurors. At 9:27 a.m., the voir dire oath was given.",154,NA,1,"Day 1: 3:45 PM to 6:19 PM, 154 min","NO","YES",6725000,"[{""question"":""Q1(c) — General damages for breach of contract"",""amount"":700000,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q1(d) — Nominal damages (if general damages not proved)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q2(b) — Benefits denied without reasonable basis (unreasonable denial of benefits)"",""amount"":1400000,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q3(b) — Damages caused by bad faith breach of insurance contract"",""amount"":745000,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q3(d) — Punitive damages for bad faith breach of insurance contract"",""amount"":1500000,""recipient"":""plaintiff"",""type"":""punitive""},{""question"":""Q4 — Total damages award"",""amount"":2380000,""recipient"":""plaintiff"",""type"":""economic""}]","verify — one or more line items had no amount","plaintiff","plaintiff","plaintiff",NA,NA,1500000,NA
"2101408","individual","individual","individual","corporation","corporation","corporation","Female","Female",NA,NA,"1","1","1","1","09/23/2024","09/23/2024","09/25/2024","09/25/2024","3","3",NA,"Magistrate Judge S. Kato Crews","Magistrate Judge S. Kato Crews","Judge Daniel D. Domenico","Judge Daniel D. Domenico","9","9",NA,"2","3","3","9:20 AM","11:36 AM","10:39 AM to 11:19 AM; 11:24 AM to 11:33 AM",49,87,"At 9:18 a.m., voir dire oath given before voir dire by Court commenced at 9:20 a.m. At 11:33 a.m. court in session, challenges for cause and peremptory challenges listed before jury sworn at 11:36 a.m.; also discussion regarding stipulated exhibits noted after jury sworn.",246,NA,1,"Day 1: 11:57 AM to 4:03 PM, 246 min","NO","NO",28238.25,"[{""question"":""Q3 — Damages caused by Safeco's breach of contract"",""amount"":35410.29,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q5 — Amount Safeco entitled to set off"",""amount"":7172.04,""recipient"":""defendant"",""type"":""economic""}]","ok","plaintiff","plaintiff","plaintiff",NA,NA,NA,NA
"2101748","individual","individual","individual","corporation","corporation","corporation","Male","Male",NA,NA,"1","1","1","1","06/26/2023","06/26/2023","06/27/2023","06/29/2023","4","4",NA,"Magistrate Judge Michael E. Hegarty","Magistrate Judge Michael E. Hegarty","Judge Gordon P. Gallagher","District Judge Gordon P Gallagher","9","8",NA,"8","3","3","9:10 AM","11:48 AM","10:11 AM to 10:26 AM",15,143,"At 9:10 a.m. court in session, jury panel is present, court remarks to prospective jurors, introduction of counsel and parties, jury given oath by the Judge — all occurring at or just after the 9:10 a.m. timestamp before voir dire by the court formally began. At 11:48 a.m. bench conference regarding challenge for cause, followed by parties exercising peremptory challenges and 9 jurors sworn — all occurring at the 11:48 a.m. timestamp.",169,NA,1,"Day 1: 1:50 PM to 4:39 PM, 169 min","YES","NO",413333.63,"[{""question"":""Total dollar amount of payment Defendant Allstate delayed making without a reasonable basis (Section I, Q2)"",""amount"":76221.63,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Total amount of Plaintiff Yeager's damages for noneconomic losses caused by Defendant Allstate's unreasonable conduct or position (Section II, Q5)"",""amount"":337112,""recipient"":""plaintiff"",""type"":""noneconomic""}]","ok","plaintiff","plaintiff","plaintiff",NA,337112,NA,NA
"2102444","individual","individual","individual","corporation","corporation","corporation","Male","Male",NA,NA,"1","1","1","1","09/11/2023","09/11/2023","09/14/2023","09/14/2023","4","4",NA,"Magistrate Judge S. Kato Crews","Magistrate Judge S. Kato Crews","Judge Charlotte N. Sweeney","Judge Charlotte N. Sweeney","9","9","29","3","3","3","8:51 AM","11:22 AM","10:42 AM to 10:55 AM",13,138,"At 8:39 a.m. court came back in session; twenty-nine potential jurors brought to court, attorneys and parties introduced, court's statement of the case to jurors, fifteen jurors called to the jury box, all jurors sworn for voir dire, and court's preliminary remarks to jurors — all occurring before voir dire began at 8:51 a.m.",150,NA,2,"Day 1: 3:58 PM to 4:17 PM, 19 min; Day 2: 8:30 AM to 10:41 AM, 131 min","YES","NO",0,"[{""question"":""Q3a - Noneconomic losses or injuries damages"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Q3b - Economic losses damages"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q6 - Total covered benefits delayed or denied without reasonable basis"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""}]","verify — one or more line items had no amount","defendant","defendant","defendant","Jury found for defendant on both breach of contract (Q1: No) and unreasonable delay or denial of benefits (Q4: No). No damages awarded.",NA,NA,NA
"501917","corporation","corporation","corporation","corporation","corporation","corporation",NA,NA,NA,NA,"1","1","1","1","12/03/2007","12/03/2007","12/14/2007","12/14/2007","10","10",NA,"Magistrate Judge Michael J. Watanabe","Magistrate Judge Michael J. Watanabe","Senior District Judge Richard P. Matsch","Judge Richard P. Matsch","12",NA,NA,"2","3","3","08:36 AM","01:30 PM","12:05 PM to 01:30 PM",85,209,"At 8:36 a.m., jurors present, Statement of Case read to jurors by the Court, all jurors sworn for voir dire, eighteen jurors called to the jury box — all occurring at or around the voir dire start timestamp. At 1:30 p.m. (voir dire end timestamp), jurors present and twelve jurors sworn to try the case.",926,NA,3,"Day 1: 1:47 PM to 4:37 PM, 170 min; Day 2: 9:00 AM to 4:32 PM, 452 min; Day 3: 9:00 AM to 2:04 PM, 304 min","NO","NO",394410.20999999996,"[{""question"":""Breach of license agreements — damages to plaintiff"",""amount"":150660.21,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Copyright infringement — Adept's losses sustained as a result of defendant's infringement"",""amount"":0,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Copyright infringement — Profits obtained by Zoll from sales of Nomad product attributed to unauthorized use of Street Wizard software"",""amount"":243750,""recipient"":""plaintiff"",""type"":""economic""}]","ok","plaintiff","plaintiff","plaintiff","Jury awarded damages for breach of license agreement, copyright infringement (defendant profits), and found 47 DMCA violations. Court ordered DMCA statutory damages of $2,500 per violation (47) totaling $117,500. Entry of judgment withheld pending briefs on prejudgment interest and attorney fees.",NA,NA,NA
"601016","individual","individual","individual","individual","individual","individual","Male","Male","Male","Male","1","1","1","1","11/05/2007","11/05/2007","11/06/2007","11/06/2007","2","2",NA,"Magistrate Judge Boyd N. Boland","Magistrate Judge Craig B Shaffer","Chief Judge Edward W. Nottingham","Chief Judge Edward W. Nottingham","12","12",NA,"1","3","3","09:20 AM","10:26 AM",NA,0,66,"At 9:20 a.m., civil voir dire oath was given to jury panel before voir dire by court commenced. At 9:29 a.m., Plaintiff Lomax introduced himself. At 9:30 a.m., Mr. Bigler introduced Defendant Penson and listed witnesses. At 9:31 a.m., continued voir dire. Challenges for cause and peremptory challenges listed prior to the 10:26 a.m. swearing.",89,NA,1,"Day 1: 10:43 AM to 12:12 PM, 89 min","YES","YES",0,"[{""question"":""Compensatory damages - amount to fairly compensate Mr. Lomax for injuries caused by unlawful conduct"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Punitive damages - amount to punish Sergeant Penson and set an example for others"",""amount"":{},""recipient"":""plaintiff"",""type"":""punitive""}]","verify — one or more line items had no amount","defendant","defendant","defendant","Jury answered NO to Question 1 (Due Process - excessive taser use), finding for the defendant. Certification B (defendant verdict) was signed and dated November 6, 2007. Damages questions were not reached.",NA,NA,NA
"601142","individual","individual","individual","city","city","city","Female","Female",NA,NA,"1","1","1","1","04/12/2010","04/12/2010","04/21/2010","04/21/2010","7","7",NA,"Magistrate Judge Michael J. Watanabe","Magistrate Judge Michael J. Watanabe","Senior Judge Walker D. Miller","Judge Walker D. Miller","8","6",NA,NA,"3","3","02:07 PM","03:45 PM","02:37 PM to 02:57 PM",20,78,NA,239,NA,1,"Day 1: 12:42 PM to 4:41 PM, 239 min","YES","NO",0,"[{""question"":""Question 7 — Back pay damages (age discrimination and/or civil rights violation)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Question 8 — Compensatory damages (sex discrimination, retaliation, Equal Protection, Due Process)"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""}]","verify — one or more line items had no amount","defendant","defendant","defendant","All questions answered No; no damages awarded. Questions 7 and 8 were not answered because all predicate liability questions were answered No.",NA,NA,NA
"701355","corporation, government","corporation","corporation","corporation","corporation","corporation",NA,NA,NA,NA,"2","2","3","3","11/01/2010","11/01/2010","11/22/2010","11/22/2010","15","15",NA,"Judge Lewis T. Babcock","Magistrate Judge Michael J. Watanabe","Judge Lewis T. Babcock","Judge Lewis T. Babcock","9","8",NA,"1","3","3","09:45 AM","10:37 AM",NA,0,52,"At 09:35, jury panel sworn for voir dire. At 10:28, bench conference occurred during voir dire.",456,NA,2,"Day 1: 1:12 PM to 4:01 PM, 169 min; Day 2: 09:03 AM to 01:50 PM, 287 min","NO","NO",5443416,"[{""question"":""Form 1 — Total damages awarded to Sun and/or F&D against JV and Travelers"",""amount"":4143416,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form 1 — Portion of total damages to which F&D is entitled via assignment/subrogation"",""amount"":1300000,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form 2 — Total damages awarded to JV against Sun"",""amount"":0,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form 2 — Portion of JV damages against F&D under bond"",""amount"":0,""recipient"":""plaintiff"",""type"":""economic""}]","ok","plaintiff","plaintiff","plaintiff","Document contains 2 verdict forms: Form 1 covers Sun/F&D claims against JV and Travelers (plaintiff wins, $4,143,416 total damages, $1,300,000 allocated to F&D subrogation); Form 2 covers JV counterclaims against Sun and F&D (defendant/JV loses, NO verdict for JV against Sun or F&D).",NA,NA,NA
"800495","corporation, individual","corporation","corporation","corporation, individual","individual, corporation","individual, corporation",NA,NA,"Male","Male","2","1","3","4","04/12/2010","04/12/2010","04/20/2010","04/20/2010","6","5",NA,"Judge Robert E. Blackburn","Magistrate Judge Michael J. Watanabe","Judge Philip A. Brimmer","Judge Philip A. Brimmer","9","9",NA,NA,"3","3","08:55 AM","10:50 AM","10:25 AM to 10:41 AM",16,99,"At 10:41 a.m. court session resumed and peremptory challenges were recorded and jurors were seated before the 10:50 a.m. swearing-in.",NA,"one or more days had unresolvable times — verify manually",1,NA,"NO","YES",434646,"[{""question"":""Form A — RSI conversion damages against Vincent Hamm (Q3)"",""amount"":212685,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form A — RSI conversion damages against Aim High (Q6)"",""amount"":0,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form A — RSI breach of fiduciary duty damages against Vincent Hamm (Q9)"",""amount"":52453,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form A — RSI unjust enrichment damages against 1 Domain Source (Q12)"",""amount"":0,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form A — Total actual damages award against Vincent Hamm"",""amount"":265138,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form A — Total actual damages award against Aim High Inc."",""amount"":0,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form A — Total actual damages award against 1 Domain Source Ltd."",""amount"":0,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form B — Breach of contract damages against Edward Sweeney and RSI (Q5)"",""amount"":44315,""recipient"":""defendant"",""type"":""economic""},{""question"":""Form B — Conversion damages against Edward Sweeney (Q8)"",""amount"":3500,""recipient"":""defendant"",""type"":""economic""},{""question"":""Form B — Fraud damages (Q13)"",""amount"":0,""recipient"":""defendant"",""type"":""economic""},{""question"":""Form B — Promissory estoppel damages (Q18)"",""amount"":0,""recipient"":""defendant"",""type"":""economic""},{""question"":""Form B — Unjust enrichment damages (Q25)"",""amount"":0,""recipient"":""defendant"",""type"":""economic""},{""question"":""Form B — Total award against Edward Sweeney"",""amount"":3500,""recipient"":""defendant"",""type"":""economic""},{""question"":""Form B — Total award against Registry Systems International Ltd."",""amount"":44315,""recipient"":""defendant"",""type"":""economic""},{""question"":""Form B — Total award against Capital Networks PTY Ltd."",""amount"":0,""recipient"":""defendant"",""type"":""economic""},{""question"":""Form 3 (Lomax v. Penson) — Compensatory damages (Damages Q2)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Form 3 (Lomax v. Penson) — Punitive damages (Damages Q4)"",""amount"":{},""recipient"":""plaintiff"",""type"":""punitive""}]","verify — one or more line items had no amount","plaintiff","plaintiff","plaintiff","Document contains 3 verdict forms: Form A (RSI's claims against defendants), Form B (Vincent Hamm and Aim High's counterclaims and third party claims), and a third form (Lomax v. Penson, civil rights/due process case). Form A awards RSI $265,138 against Vincent Hamm. Form B awards Vincent Hamm/Aim High $3,500 against Edward Sweeney and $44,315 against RSI. Lomax v. Penson: jury found NO on excessive force (Question 1 = NO), verdict for defendant Penson. RSI found 25% liable on conversion claim. Promissory estoppel answers on Form B appear conflicted (crossed out answers). Form B breach of contract against RSI answered YES but damages question shows crossed-out $44,315.",NA,NA,"RSI found 25% liable on conversion claim (Form A, Q17); RSI found 0% liable on breach of fiduciary duty claim (Form A, Q18, 100% to Vincent Hamm)"
"800996","individual","individual","individual","individual","individual, corporation","individual","Mixed","Mixed","Male","Male","2","2","1","1","03/15/2010","03/15/2010","03/18/2010","03/18/2010","4","4",NA,"Judge Richard P. Matsch",NA,"Senior District Judge Richard P. Matsch","Judge Richard P. Matsch","12","10",NA,"3","3","3","08:52 AM","11:07 AM","10:42 AM to 11:07 AM",25,110,"At 10:26-10:27 a.m. bench conference where counsel pass jurors for cause; plaintiffs' peremptory challenges listed; defendant's peremptory challenges listed; twelve jurors selected; court instructs jurors; jurors excused — all occurring before the recess at 10:42 a.m. After recess, jurors present and twelve jurors sworn to try the case at 11:07 a.m.",167,NA,1,"Day 1: 9:41 AM to 12:28 PM, 167 min","YES","NO",0,"[{""question"":""Economic damages and losses for Kathy D. Cruz"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Non-economic damages and losses for Kathy D. Cruz"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Damages caused to Ramon L. Cruz"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""}]","verify — one or more line items had no amount","defendant","defendant","defendant","Jury found no negligence on the part of the defendant (Question 1 answered NO), so no further questions were answered.",NA,NA,NA
"900908","individual","individual","individual","corporation","corporation, individual","corporation","Female","Female",NA,"Mixed","1","1","1","1","10/03/2011","10/03/2011","10/06/2011","10/06/2011","4","4",NA,"Chief Judge Wiley Y. Daniel","Magistrate Judge Michael E. Hegarty","Chief Judge Wiley Y. Daniel","Chief Judge Wiley Y. Daniel","10","10",NA,"3","3","3","10:12 AM","01:16 PM","11:43 AM to 12:02 PM",19,165,"At 10:01 a.m. Court in Session with Jury present and Court's opening remarks to prospective jurors preceded the voir dire oath given at 10:02 a.m., before voir dire by Court commenced at 10:12 a.m. At 1:11 p.m. Voir dire by Defendant (Mr. Brittan) concluded, followed by listing of challenges for cause and peremptory challenges before jury sworn at 1:16 p.m.",236,NA,2,"Day 1: 2:39 PM to 5:05 PM, 146 min; Day 2: 9:00 AM to 10:30 AM, 90 min","YES","YES",0,"[{""question"":""Emotional pain and mental anguish damages (Q6)"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Punitive damages against Defendant (Q7c)"",""amount"":{},""recipient"":""plaintiff"",""type"":""punitive""}]","verify — one or more line items had no amount","defendant","defendant","defendant","Jury found for defendant on all three threshold questions (hostile work environment, supervisor creation, and damages), answering No to questions 1, 2, and 3. Remaining questions were not answered per instructions.",NA,NA,NA
