"case_id","Pl_type","Def_type","Pl_gender","Def_gender","Number_pl","Number_def","Outcome","Verdict_note","Non_economic_damages_requested","Punitive_damages_requested","Monetary_award","Non_economic_damages_awarded","Punitive_damages_awarded","Percent_plaintiff_liable","verdict_date","claude_notes","dai_field_name","dai_field_value","dai_amount","value_confidence","flag_for_review","Number_jurors","Trial_date","Judge","Jury_size","Jurors_brought","Excused_for_cause","Pl_peremptory","Def_peremptory","Voir_dire_minutes","Voir_Dire_Extras","Final_trial_day","Delib_start_time","Delib_end_time","notes","Deliberation_minutes","Deliberation_minutes_flag"
"1501974","individual","individual","Male","Mixed","1","2","plaintiff","This document is courtroom minutes noting a verdict was reached and read aloud, but does not contain the actual verdict form with findings or damages. The verdict details and monetary award cannot be determined from this document alone — the verdict form/judgment document should be consulted. Historically, Taylor Swift's counterclaim was awarded $1.","NO","NO",NA,NA,NA,NA,"08/14/2017","This document is courtroom minutes for jury trial day six, not the actual verdict form. It confirms a verdict was reached and read aloud on 08/14/2017 but does not contain the substance of the verdict, damage amounts, or liability findings. The case involves David Mueller (plaintiff) vs. Frank Bell and Andrea Swift (defendants), with Taylor Swift as counterclaimant. The actual verdict form must be consulted for damage amounts and liability determinations.",NA,NA,NA,NA,NA,"8","08/07/2017","Judge William J. Martínez",NA,NA,"13",NA,NA,"143","Voir dire commences at 02:15; jury panel administered voir dire oath at 02:25; bench conference with juror #174 at 02:47; court voir dire continued after bench conference; jury excused from courtroom at 03:20 for cause challenges argument; recess 03:34-03:57; jury panel returned 03:57; attorney voir dire by Mr. McFarland at 03:58 and Mr. Baldridge at 04:30; court read Amended Trial Decorum Order aloud; jury excused at 04:38 for post-voir dire cause challenges. Net recess subtracted: 23 minutes (03:34-03:57). Total elapsed 02:15 to 04:38 = 143 minutes minus 23 minutes recess = 120 minutes. However, the jury was not formally sworn in this session, so end time used is 04:38 (jury excused after attorney voir dire). Net voir dire: (02:15 to 04:38) = 143 min minus 23 min recess = 120 min.","6","12:35","04:39","During deliberations, the jury submitted a question to the court at 03:40; parties could not reach a stipulation on an answer, so the court proposed its own answer with no objection from either party. Verdict was reached and read aloud by the court. Trial concluded at 04:50 p.m.",NA,"one or more days had unresolvable times — verify manually"
"1502785","corporation","individual, corporation",NA,"Mixed","1","3","plaintiff","Patent infringement case; jury found infringement on multiple claims across literal, doctrine of equivalents, contributory, and induced infringement theories; willfulness found only as to Defendant Von Honnecke; invalidity defenses (anticipation and obviousness) rejected","NO","NO","475000","0","0",NA,"02/15/2019","Lost profits awarded at $475,000. Reasonable royalty section (rate per unit, number of infringing units, monetary value) was left blank, indicating jury awarded only lost profits. Willfulness found only for Defendant Von Honnecke, not Chase Honnecke or S&H Sheet Metal Inc. Section II (Findings on Invalidity - Part A Anticipation) was not present in the document pages provided but page 20 shows anticipation question answered No. Obviousness also answered No on page 23.",NA,NA,NA,NA,NA,"8","02/11/2019","Judge Raymond P. Moore","8",NA,"1","3","3","99","Jury panel sworn on voir dire at 9:22 a.m. before voir dire by the Court began; peremptory challenges exercised at 11:17 a.m. before jurors sworn at 11:30 a.m.","5",NA,"3:46 p.m.","Deliberation start time not recorded in this document; it likely appears in a prior day's minutes. The jury sent a question during deliberations, which was discussed with counsel at 1:58 p.m. Verdict was reached and announced at 3:46 p.m. Jury excused at 3:59 p.m. Post-trial motions discussed; judgment to be entered at a later date. Total in-court time was 18 minutes.",NA,"one or more days had unresolvable times — verify manually"
"1600447","individual","individual","Male","Male","1","1","defendant","Jury found plaintiff did physically resist removal from cell (Q1: Yes), but found force used was not more than reasonably necessary (Q2: No), and found plaintiff did not prove unreasonable force claim (Q3: No). Questions 4 and 5 were not answered.","YES","YES","0","0","0",NA,"10/09/2019","Verdict for defendant. Because Q3 (unreasonable force claim) was answered No, the jury did not proceed to damages questions (Q4 and Q5). All damage fields were left blank on the form.",NA,NA,NA,NA,NA,NA,"10/07/2019","Chief Judge Philip A. Brimmer","9","15","2","2","3","83","Recess from 10:18 a.m. to 10:33 a.m. (15 minutes) subtracted. Voir dire start at 9:02 a.m. (voir dire by Court); end at 10:40 a.m. (nine jurors selected). Gross span = 98 minutes minus 15 minutes recess = 83 minutes.","3","3:40 p.m.","5:00 p.m.","Delib_start_time is approximated as 3:40 p.m. (court in recess after jurors excused to begin deliberations); the minutes do not record a precise timestamp for when deliberations formally began, only that jurors were excused to deliberate before the 3:40 p.m. recess. Defendant's Rule 50 motions were made twice and denied both times. Defendant's tendered Jury Instruction No. 1 and tendered jury verdict form were both refused. Total in-court time recorded as 5:21.",80,NA
"1603000","individual","individual","Male","Mixed","1","4","defendant","Jury found all four defendants NOT negligent (Question 1 answered NO for all defendants). Verdict form was not completed beyond Question 1. No damages awarded.","YES","NO","0","0","0",NA,"09/27/2018","Plaintiff is Patrice Stephenson-Licciardi as legal representative of Christian Licciardi. All four defendants (Claud Bays M.D., Michael Bonnet P.A., William Cooper M.D., Steven Hake M.D.) were found NOT negligent. The form includes a non-party Kyle Phillips N.P. for comparative negligence apportionment (Question 2-3) but those questions were not reached. Damages section was left blank.",NA,NA,NA,NA,NA,NA,"09/10/2018","Judge R. Brooke Jackson","7","36","5","3","3","156",NA,"13","1:13 p.m.","5:06 p.m.","Deliberation start time inferred from court going into recess at 1:13 p.m. after bailiff was sworn and jury sent to deliberate. Verdict found in favor of defendants. Exhibits returned to counsel with instruction to retain until appellate proceedings terminated plus sixty days.",233,NA
"1700025","individual","corporation","Female",NA,"1","1","plaintiff",NA,"YES","YES","400000",NA,"360000",NA,"02/22/2018","Jury found defendant both negligently and willfully violated the Fair Credit Reporting Act. FCRA actual damages of $25,000 and punitive damages of $360,000 were awarded. Additionally, breach of contract damages of $15,000 were awarded. Total award is $400,000 ($25,000 + $360,000 + $15,000). The actual damages under FCRA may include non-economic components but the form does not separately label them as such.","Question 3: If you answered ""YES” to Question 1 or Question 2, or both, then state the
amount of Plaintiff's actual damages on her Fair Credit Reporting Act claims:","$ 25,000.00",25000,0.6709322,TRUE,"10","02/20/2018","Senior Judge Wiley Y. Daniel","10",NA,"0","3","3","149","Voir dire oath given at 9:25 a.m. before voir dire by Court commenced at 9:35 a.m. Preliminary jury instructions read at 12:25 p.m. before jury sworn at 12:27 p.m.","3","11:30 a.m.","4:06 p.m.","Defendant's Motion for Directed Verdict (Doc. No. 80) was stricken; Defendant's Combined Motion in Limine (Doc. No. 43) was denied as moot. Exhibits and depositions were returned to counsel at the conclusion of trial. Total court time recorded as 1:59.",276,NA
"1700025","individual","corporation","Female",NA,"1","1","plaintiff",NA,"YES","YES","400000",NA,"360000",NA,"02/22/2018","Jury found defendant both negligently and willfully violated the Fair Credit Reporting Act. FCRA actual damages of $25,000 and punitive damages of $360,000 were awarded. Additionally, breach of contract damages of $15,000 were awarded. Total award is $400,000 ($25,000 + $360,000 + $15,000). The actual damages under FCRA may include non-economic components but the form does not separately label them as such.","If your answer to Question 6 is ""YES,"" in what amount?","$ 15,000.00",15000,0.6353457,TRUE,"10","02/20/2018","Senior Judge Wiley Y. Daniel","10",NA,"0","3","3","149","Voir dire oath given at 9:25 a.m. before voir dire by Court commenced at 9:35 a.m. Preliminary jury instructions read at 12:25 p.m. before jury sworn at 12:27 p.m.","3","11:30 a.m.","4:06 p.m.","Defendant's Motion for Directed Verdict (Doc. No. 80) was stricken; Defendant's Combined Motion in Limine (Doc. No. 43) was denied as moot. Exhibits and depositions were returned to counsel at the conclusion of trial. Total court time recorded as 1:59.",276,NA
"1700025","individual","corporation","Female",NA,"1","1","plaintiff",NA,"YES","YES","400000",NA,"360000",NA,"02/22/2018","Jury found defendant both negligently and willfully violated the Fair Credit Reporting Act. FCRA actual damages of $25,000 and punitive damages of $360,000 were awarded. Additionally, breach of contract damages of $15,000 were awarded. Total award is $400,000 ($25,000 + $360,000 + $15,000). The actual damages under FCRA may include non-economic components but the form does not separately label them as such.","Question 4: If you answered ""YES"" to Question 2, then state the amount of Plaintiff's
punitive damages on her Fair Credit Reporting Act claim:","$
360,000.00",360000,0.49273133,TRUE,"10","02/20/2018","Senior Judge Wiley Y. Daniel","10",NA,"0","3","3","149","Voir dire oath given at 9:25 a.m. before voir dire by Court commenced at 9:35 a.m. Preliminary jury instructions read at 12:25 p.m. before jury sworn at 12:27 p.m.","3","11:30 a.m.","4:06 p.m.","Defendant's Motion for Directed Verdict (Doc. No. 80) was stricken; Defendant's Combined Motion in Limine (Doc. No. 43) was denied as moot. Exhibits and depositions were returned to counsel at the conclusion of trial. Total court time recorded as 1:59.",276,NA
"1700584","individual","corporation","Male",NA,"1","1","defendant","Jury answered No to Question 1 (premises liability claim), so questions 2-4 were not answered. Defendant prevailed.","YES","NO","0","0","0",NA,"10/18/2018","Jury found for defendant on premises liability claim. Questions 2-5 (damages and comparative negligence) were not answered because Question 1 was answered No. The form included spaces for non-economic damages (pain and suffering, physical impairment) and comparative fault allocation, but none were completed.",NA,NA,NA,NA,NA,NA,"10/15/2018","Judge Philip A. Brimmer","9","15","2","3","3","175","At 9:13 a.m. jurors were seated and court made preliminary remarks, introduced staff/counsel/parties, gave a statement, and swore jurors for voir dire before voir dire by Court began at 9:26 a.m. Voir dire end boundary: jurors selected at 11:46 a.m. Recess from 10:29 to 10:47 a.m. (18 minutes) subtracted. Net: (9:26 to 11:46 = 140 min) minus 18 min recess = 122 min. Note: if start is taken as 9:13 (jurors present), total span is 9:13 to 11:46 = 153 min minus 18 min recess = 135 min.","4",NA,"11:14 a.m.","Deliberation start time not recorded in this document; jury had already reached a verdict when court convened. Court in session at 11:14 a.m. with notice that jury had reached a verdict; jurors brought in at 11:16 a.m. for verdict reading. Total in-court time was only 6 minutes. Also present at defense table: legal assistant Delwin Hervey and client representative Tess Simpkins.",NA,"one or more days had unresolvable times — verify manually"
"1701341","individual","individual","Male","Mixed","1","2","plaintiff","Two claims decided: Claim 1 (First Amendment retaliation against Sgt. Watson) and Claim 2 (Fourteenth Amendment procedural due process against Lt. Prieto). Compensatory damages of $1.00 awarded on each claim; punitive damages of $60,000 against Watson and $120,000 against Prieto.","NO","YES","180002",NA,"180000",NA,"09/18/2019","Compensatory damages awarded were $1.00 per claim (nominal). Total award: $1.00 (Watson compensatory) + $60,000 (Watson punitive) + $1.00 (Prieto compensatory) + $120,000 (Prieto punitive) = $180,002.00.","Question 5: Based on Instruction No. 14, what is the amount of punitive
damages for Defendant Sgt. Watson's violation of Plaintiff Mr. Mackey's First
Amendment rights?","$60,000.00",60000,0.46880177,TRUE,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701341","individual","individual","Male","Mixed","1","2","plaintiff","Two claims decided: Claim 1 (First Amendment retaliation against Sgt. Watson) and Claim 2 (Fourteenth Amendment procedural due process against Lt. Prieto). Compensatory damages of $1.00 awarded on each claim; punitive damages of $60,000 against Watson and $120,000 against Prieto.","NO","YES","180002",NA,"180000",NA,"09/18/2019","Compensatory damages awarded were $1.00 per claim (nominal). Total award: $1.00 (Watson compensatory) + $60,000 (Watson punitive) + $1.00 (Prieto compensatory) + $120,000 (Prieto punitive) = $180,002.00.","Question 3: Based on Instruction No. 13, what is the total amount of
compensatory damages incurred by Plaintiff Mr. Mackey as a result of Defendant Sgt.
Watson's retaliation?","$ 1.00",1,0.386623,TRUE,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701341","individual","individual","Male","Mixed","1","2","plaintiff","Two claims decided: Claim 1 (First Amendment retaliation against Sgt. Watson) and Claim 2 (Fourteenth Amendment procedural due process against Lt. Prieto). Compensatory damages of $1.00 awarded on each claim; punitive damages of $60,000 against Watson and $120,000 against Prieto.","NO","YES","180002",NA,"180000",NA,"09/18/2019","Compensatory damages awarded were $1.00 per claim (nominal). Total award: $1.00 (Watson compensatory) + $60,000 (Watson punitive) + $1.00 (Prieto compensatory) + $120,000 (Prieto punitive) = $180,002.00.","Question 10: Based on Instruction No. 14, what is the amount of punitive
damages for Defendant Lt. Prieto's violation of Plaintiff Mr. Mackey's procedural due
process rights?","$ 120,000.00",120000,0.55716777,TRUE,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701341","individual","individual","Male","Mixed","1","2","plaintiff","Two claims decided: Claim 1 (First Amendment retaliation against Sgt. Watson) and Claim 2 (Fourteenth Amendment procedural due process against Lt. Prieto). Compensatory damages of $1.00 awarded on each claim; punitive damages of $60,000 against Watson and $120,000 against Prieto.","NO","YES","180002",NA,"180000",NA,"09/18/2019","Compensatory damages awarded were $1.00 per claim (nominal). Total award: $1.00 (Watson compensatory) + $60,000 (Watson punitive) + $1.00 (Prieto compensatory) + $120,000 (Prieto punitive) = $180,002.00.","Question 8: Based on Instruction No. 13, what is the total amount of
compensatory damages incurred by Plaintiff Mr. Mackey as a result of Defendant Lt.
Prieto's violation of Mr. Mackey's procedural due process rights?","$1.00",1,0.4543936,TRUE,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1702629","individual","corporation","Mixed",NA,"2","1","defendant","Jury answered No to Questions 2 and 3 (defendant did not fail to approve coverage; plaintiffs did not substantially perform), stopping deliberations per instructions. Questions 4-6 were left unanswered.","NO","NO","0",NA,"0",NA,"05/08/2019","The verdict form instructed the jury to stop and sign if any of Questions 1, 2, or 3 were answered No. Question 1 was answered Yes, but Questions 2 and 3 were both answered No, resulting in a defense verdict. Sections II and the dollar amount question (Q4) were not completed.",NA,NA,NA,NA,NA,NA,"05/06/2019","Magistrate Judge Kathleen M. Tafoya","8",NA,"1","3","3","98","Court reads statement of case to jurors; Counsel reads list of potential witnesses","3","1:55 p.m.","3:23 p.m.","Jury deliberations were interrupted: jury initially returned a verdict at 3:26 p.m. but was recalled at 3:39 p.m. to deliberate further on question #2 of the verdict form. A final verdict was reached and placed on record at 3:53 p.m. A juror made a statement on the record to the court and counsel. Two Rule 50 motions by defendant were denied: one on affirmative defense of failure to comply with contractual duties, and one partial directed verdict on breach of contract claim related to soft metals. Plaintiff withdrew Carol Propp as a rebuttal witness after a bench conference.",88,NA
"1703070","individual","corporation","Male",NA,"1","1","plaintiff","Plaintiff prevailed on harassment (Q2) under Section 1981 and harassment (Q9) under Title VII. Discrimination and retaliation claims under both statutes were found for defendant. Compensatory damages of $25,000 awarded under both Section 1981 and Title VII; back pay and punitive damages were not awarded under either claim.","YES","YES","25000","25000","0",NA,"04/19/2019","The jury found for plaintiff on harassment under Section 1981 (Q2=Yes) and harassment under Title VII (Q9=Yes), but found for defendant on discrimination and retaliation claims under both statutes. Back pay was denied under both Section 1981 (Q4=No) and Title VII (Q11=No). Punitive damages were denied under both Section 1981 (Q7=No) and Title VII (Q14=No). Compensatory damages of $25,000 were awarded under both Section 1981 (Q6) and Title VII (Q13); these appear duplicative and the total award is treated as $25,000. The verdict form was dated April 19, 2019 (day 19 inferred from filing date; handwritten date reads '19').","If your answer to Question 6 is ""yes"", in what amount?","$
$25,000.00",25000,0.68930644,TRUE,NA,"04/15/2019","Magistrate Judge Kristen L. Mix","8",NA,"0","2","2","30","Twelve jurors called to the jury box prior to voir dire beginning at 9:30 a.m.; Court's preliminary statements to the jury and jurors sworn for voir dire also occurred at the 9:30 a.m. timestamp before voir dire by the Court commenced.","5","12:01 p.m.","3:37 p.m.","Court ordered lunch to be provided to jurors during deliberations. Jury polled after verdict. Discussion held on contacting jurors post-trial. Total court time recorded as 2:39.",216,NA
"1703070","individual","corporation","Male",NA,"1","1","plaintiff","Plaintiff prevailed on harassment (Q2) under Section 1981 and harassment (Q9) under Title VII. Discrimination and retaliation claims under both statutes were found for defendant. Compensatory damages of $25,000 awarded under both Section 1981 and Title VII; back pay and punitive damages were not awarded under either claim.","YES","YES","25000","25000","0",NA,"04/19/2019","The jury found for plaintiff on harassment under Section 1981 (Q2=Yes) and harassment under Title VII (Q9=Yes), but found for defendant on discrimination and retaliation claims under both statutes. Back pay was denied under both Section 1981 (Q4=No) and Title VII (Q11=No). Punitive damages were denied under both Section 1981 (Q7=No) and Title VII (Q14=No). Compensatory damages of $25,000 were awarded under both Section 1981 (Q6) and Title VII (Q13); these appear duplicative and the total award is treated as $25,000. The verdict form was dated April 19, 2019 (day 19 inferred from filing date; handwritten date reads '19').","B.
DETERMINATION OF DAMAGES FOR PLAINTIFF'S CLAIMS UNDER SECTION","1981",1981,0.5250749,TRUE,NA,"04/15/2019","Magistrate Judge Kristen L. Mix","8",NA,"0","2","2","30","Twelve jurors called to the jury box prior to voir dire beginning at 9:30 a.m.; Court's preliminary statements to the jury and jurors sworn for voir dire also occurred at the 9:30 a.m. timestamp before voir dire by the Court commenced.","5","12:01 p.m.","3:37 p.m.","Court ordered lunch to be provided to jurors during deliberations. Jury polled after verdict. Discussion held on contacting jurors post-trial. Total court time recorded as 2:39.",216,NA
"1703070","individual","corporation","Male",NA,"1","1","plaintiff","Plaintiff prevailed on harassment (Q2) under Section 1981 and harassment (Q9) under Title VII. Discrimination and retaliation claims under both statutes were found for defendant. Compensatory damages of $25,000 awarded under both Section 1981 and Title VII; back pay and punitive damages were not awarded under either claim.","YES","YES","25000","25000","0",NA,"04/19/2019","The jury found for plaintiff on harassment under Section 1981 (Q2=Yes) and harassment under Title VII (Q9=Yes), but found for defendant on discrimination and retaliation claims under both statutes. Back pay was denied under both Section 1981 (Q4=No) and Title VII (Q11=No). Punitive damages were denied under both Section 1981 (Q7=No) and Title VII (Q14=No). Compensatory damages of $25,000 were awarded under both Section 1981 (Q6) and Title VII (Q13); these appear duplicative and the total award is treated as $25,000. The verdict form was dated April 19, 2019 (day 19 inferred from filing date; handwritten date reads '19').","If your answer to Question 5 is ""yes"", what amount should be used to reduce (or
offset) an amount of back pay damages awarded under Section 1981?","$
0.00",0,0.47957996,TRUE,NA,"04/15/2019","Magistrate Judge Kristen L. Mix","8",NA,"0","2","2","30","Twelve jurors called to the jury box prior to voir dire beginning at 9:30 a.m.; Court's preliminary statements to the jury and jurors sworn for voir dire also occurred at the 9:30 a.m. timestamp before voir dire by the Court commenced.","5","12:01 p.m.","3:37 p.m.","Court ordered lunch to be provided to jurors during deliberations. Jury polled after verdict. Discussion held on contacting jurors post-trial. Total court time recorded as 2:39.",216,NA
"1703070","individual","corporation","Male",NA,"1","1","plaintiff","Plaintiff prevailed on harassment (Q2) under Section 1981 and harassment (Q9) under Title VII. Discrimination and retaliation claims under both statutes were found for defendant. Compensatory damages of $25,000 awarded under both Section 1981 and Title VII; back pay and punitive damages were not awarded under either claim.","YES","YES","25000","25000","0",NA,"04/19/2019","The jury found for plaintiff on harassment under Section 1981 (Q2=Yes) and harassment under Title VII (Q9=Yes), but found for defendant on discrimination and retaliation claims under both statutes. Back pay was denied under both Section 1981 (Q4=No) and Title VII (Q11=No). Punitive damages were denied under both Section 1981 (Q7=No) and Title VII (Q14=No). Compensatory damages of $25,000 were awarded under both Section 1981 (Q6) and Title VII (Q13); these appear duplicative and the total award is treated as $25,000. The verdict form was dated April 19, 2019 (day 19 inferred from filing date; handwritten date reads '19').","If your answer to Question 13 is ""yes"", in what amount?","$
25,000.00",25000,0.7169895,TRUE,NA,"04/15/2019","Magistrate Judge Kristen L. Mix","8",NA,"0","2","2","30","Twelve jurors called to the jury box prior to voir dire beginning at 9:30 a.m.; Court's preliminary statements to the jury and jurors sworn for voir dire also occurred at the 9:30 a.m. timestamp before voir dire by the Court commenced.","5","12:01 p.m.","3:37 p.m.","Court ordered lunch to be provided to jurors during deliberations. Jury polled after verdict. Discussion held on contacting jurors post-trial. Total court time recorded as 2:39.",216,NA
"1703070","individual","corporation","Male",NA,"1","1","plaintiff","Plaintiff prevailed on harassment (Q2) under Section 1981 and harassment (Q9) under Title VII. Discrimination and retaliation claims under both statutes were found for defendant. Compensatory damages of $25,000 awarded under both Section 1981 and Title VII; back pay and punitive damages were not awarded under either claim.","YES","YES","25000","25000","0",NA,"04/19/2019","The jury found for plaintiff on harassment under Section 1981 (Q2=Yes) and harassment under Title VII (Q9=Yes), but found for defendant on discrimination and retaliation claims under both statutes. Back pay was denied under both Section 1981 (Q4=No) and Title VII (Q11=No). Punitive damages were denied under both Section 1981 (Q7=No) and Title VII (Q14=No). Compensatory damages of $25,000 were awarded under both Section 1981 (Q6) and Title VII (Q13); these appear duplicative and the total award is treated as $25,000. The verdict form was dated April 19, 2019 (day 19 inferred from filing date; handwritten date reads '19').","If your answer to Question 12 is ""yes"", what amount should be used to reduce (or
offset) an amount of back pay damages awarded under Title VII?","0.00
$",0,0.6309884,TRUE,NA,"04/15/2019","Magistrate Judge Kristen L. Mix","8",NA,"0","2","2","30","Twelve jurors called to the jury box prior to voir dire beginning at 9:30 a.m.; Court's preliminary statements to the jury and jurors sworn for voir dire also occurred at the 9:30 a.m. timestamp before voir dire by the Court commenced.","5","12:01 p.m.","3:37 p.m.","Court ordered lunch to be provided to jurors during deliberations. Jury polled after verdict. Discussion held on contacting jurors post-trial. Total court time recorded as 2:39.",216,NA
"1800997","university, corporation","corporation",NA,NA,"2","1","plaintiff","Patent infringement case; jury found claim 30 of the '270 patent not invalid and awarded damages for infringement by Sandoz","NO","NO","39000000",NA,"0",NA,"03/31/2023","This is a patent infringement case. The jury found that Sandoz did not prove invalidity of claim 30 of the '270 patent by clear and convincing evidence on any of the three grounds (obviousness, lack of written description, lack of enablement). The jury awarded $39,000,000 in damages.",NA,NA,NA,NA,NA,NA,"03/27/2023","Judge Raymond P. Moore","8",NA,"7","3","3","161","Jury panel sworn on voir dire at 9:32 a.m. (2 minutes after session resumed at 9:30 a.m.); peremptory challenges exercised at 12:22 p.m. before jurors sworn at approximately 12:29 p.m.","5","11:18 a.m.","2:53 p.m.","Jury submitted a question during deliberations at some point before 2:44 p.m. Court polled the jury after verdict was read. Jury discharged at 3:00 p.m. Court ordered: (1) post-trial motions per FRCP; (2) Plaintiffs to submit proposed Final Judgment within 10 days showing damages division, with Defendant objections due 7 days thereafter; (3) both sides to file status report within 30 days regarding bifurcated counterclaim. Total in-court time: 2:54.",215,NA
"1801665","individual","corporation","Male",NA,"1","1","defendant","All three claims decided in favor of defendant: breach of contract (Q1: No), bad faith breach (Q3: No), and unreasonable delay or denial (Q5: No). Damage questions were not answered.","YES","NO","0","0","0",NA,"07/01/2022","Verdict form included questions for economic damages, noneconomic damages, physical impairment or disfigurement damages, nominal damages, bad faith damages, and unreasonable delay/denial damages, but none were answered because all liability questions were answered No.",NA,NA,NA,NA,NA,"8","06/27/2022","Judge Raymond P. Moore","8",NA,"6","3","3","91","Prior to voir dire by the Court, all jurors were sworn for voir dire, attorneys and parties were introduced, the Court gave a statement of the case to jurors, and the Court advised the jury panel regarding its jury selection practice. Two jurors (100425473, 100432266) were excused for cause before voir dire by the Court began.","5","11:05 a.m.","2:13 p.m.","Verdict found in favor of defendant on all claims. Court in session at 2:13 p.m. is when parties were advised jury reached a verdict; jury entered at 2:15 p.m. for verdict reading. Total in-court time recorded as 2:23. All original exhibits returned to counsel at conclusion.",188,NA
"1802076","individual","county","Female","Male","1","1","plaintiff",NA,"YES","YES","8250000",NA,"5000000",NA,"10/04/2022","Plaintiff is Hollis Ann Whitson as guardian ad litem for Peatinna Biggs. Defendant Thomas Hanna is a Former Sheriff sued in both official and individual capacities. Compensatory damages awarded: $3,250,000; punitive damages awarded: $5,000,000. The verdict form does not separately itemize economic vs. non-economic compensatory damages.","b) State the amount of compensatory","(",NA,0.34333873,TRUE,"7","10/03/2022","Judge Daniel D. Domenico","7",NA,"5","3","3","58","Voir dire oath given at 9:40 a.m., one minute before voir dire by Court commenced at 9:41 a.m. A recess from 10:57 a.m. to 11:10 a.m. (13 minutes) occurred within the voir dire window; jury was sworn at 11:52 a.m. after plaintiff and defendant voir dire and peremptory challenges were completed following the 11:10 a.m. resumption.","2","3:38 p.m.","4:55 p.m.","Minutes note 'TRIAL CONTINUED' at end despite verdict being reached and jury discharged, which may indicate a continuation for post-trial matters. Defendant's oral motion to strike Larry Neugebauer's testimony was initially taken under advisement, then denied. Nominal damages discussion occurred before jury was seated.",77,NA
"1901749","corporation","corporation",NA,NA,"1","1","plaintiff","Plaintiff prevailed on breach of contract and breach of implied duty of good faith and fair dealing. Defendant's counterclaims for misappropriation of trade secrets, intentional interference with contractual obligations, and interference with prospective business advantage were all denied. Defendant's unjust enrichment counterclaim was found in favor of defendant but damages amount appears nominal (illegible). Net outcome favors plaintiff.","NO","YES","1037700",NA,"0",NA,"03/22/2022","Q3 breach of contract damages: $1,027,500. Q5 implied duty of good faith damages: $10,200 (OCR reads $10,200 but handwriting shows $10,200 — interpreted as $10,200). Total plaintiff award combined: $1,037,700. Q17 National Tax unjust enrichment damages appears to show a nominal or illegible amount (possibly $1); treated as negligible and not subtracted as it cannot be clearly determined. Punitive/exemplary damages question (Q11) was not reached as Q8 (misappropriation) was answered No.","3. What were Titan's damages caused by National Tax's breach of contract?","$ 1,027,500",1027500,0.612289,TRUE,"8","03/14/2022","Judge Regina M. Rodriguez","8",NA,"1","3","3","74","Recess from 10:50 a.m. to 11:14 a.m. (24 minutes) occurred within the voir dire window and was subtracted. Voir dire start: 9:54 a.m.; end: 11:18 a.m. (84 minutes total minus 24 minutes recess = 60 minutes net). Note: bench conference from 9:57 to 9:59 a.m. occurred during voir dire for hardship excusal of juror 100461433.","7",NA,"3:56 p.m.","Deliberation start time not recorded in this document; jury questions three and four were received by the court at the start of the session (8:56 a.m.), suggesting deliberations began on a prior day. Court discussed unjust enrichment claim and Defendant's Rule 50 motion after verdict. Parties ordered to meet and confer and submit proposed judgment within 15 business days. Total in-court time was only 13 minutes.",NA,"one or more days had unresolvable times — verify manually"
"2000076","individual","corporation","Female",NA,"1","1","defendant","Jury found for defendant on all claims: Title VII sex discrimination (Q1: No), Title VII race discrimination (Q2: No), and Section 1981 race discrimination (Q8: No). Sections II and IV were skipped per instructions.","YES","YES","0","0","0",NA,"09/30/2021","All liability questions answered No. Damages sections (II and IV) were not reached per the form's instructions. The form included questions for economic damages, future damages, non-economic damages, and punitive damages under both Title VII and Section 1981, but none were answered as the jury found for the defendant on all claims.",NA,NA,NA,NA,NA,"7","09/27/2021","Judge R. Brooke Jackson","7","21",NA,"3","3","46",NA,"4",NA,"2:03 p.m.","Deliberation start time is ambiguous: the bailiff was sworn and jury sent to deliberate after the rebuttal closing argument at approximately 12:04 p.m., with court recessing at 12:30 p.m., but no explicit timestamp is given for the moment deliberations formally began. The rebuttal witness (Phyllis Berti) was a plaintiff rebuttal witness called after the defense rested. Verdict found in favor of the defendant.",NA,"one or more days had unresolvable times — verify manually"
"2000627","individual","school, individual","Female","Mixed","1","2","defendant","Verdict for both defendants on all claims: Q1 answered No (verdict for Dehn on First Amendment retaliation); Q5 answered No (verdict for Pueblo School District No. 60 on breach of contract). Damage questions were not reached.","YES","NO","0","0","0",NA,"03/16/2023","Two separate claims: (I) First Amendment retaliation against Jonathan Dehn individually, and (II) Breach of contract against Pueblo School District No. 60. Both resolved in favor of defendants. Q4 (contract existence) was answered Yes, but Q5 (failure to follow provision) was answered No, resulting in a defense verdict on the breach of contract claim.",NA,NA,NA,NA,NA,"8","03/13/2023","Judge Nina Y. Wang","8",NA,"4","3","3","91","Bench conference on Plaintiff's for cause challenges to Jurors 100429793 and 100463332 (10:51-10:55 a.m.) occurred within the voir dire window; recess from 10:55 a.m. to 11:12 a.m. (17 minutes) subtracted; bench conference on excusing those jurors for cause (11:12-11:14 a.m.) occurred within the voir dire window","4","10:59 a.m.","1:36 p.m.","Jury deliberations began at 10:59 a.m. and the court resumed session at 1:36 p.m., with jury present at 1:39 p.m. to deliver verdict. Verdict entered in favor of Defendants. Parties waived jury polling. Total time in court was 2:05. Exhibits and depositions returned to counsel.",157,NA
