"case_id","Pl_type_verdict","Pl_type_judgement","Pl_type_minutes","Def_type_verdict","Def_type_judgement","Def_type_minutes","Pl_gender_verdict","Pl_gender_judgement","Def_gender_verdict","Def_gender_judgement","Number_pl_verdict","Number_pl_judgement","Number_def_verdict","Number_def_judgement","Trial_start_minutes","Trial_start_docket","Verdict_date_minutes","Verdict_date_docket","NumberofDaysinTrial","NumberofDaysinTrial_docket","Multiple_trials_note","Judge_initial_assignment","Magistrate_assignment","Judge_jury_trial_minutes","Judge_jury_trial_docket","SeatedJurySize_beg","SeatedJurySize_end","JuryPoolSize","Excused_by_court","Plaintiff_challenges","Defendant_challenges","Voir_dire_start","Voir_dire_end","Voir_dire_recess_times","Voir_dire_recess_length","Voir_dire_time","VD_extras","Deliberation_time","Deliberation_time_flag","Deliberation_days","Delib_schedule","Non_economic_damages_requested","Punitive_damages_requested","Monetary_award","Damages_itemized","Damages_sum_check","Outcome_verdict","Outcome_judgement","Outcome_docket","Verdict_note","Non_economic_damages_awarded","Punitive_damages_awarded","Percent_plaintiff_liable"
"1600447","individual","individual","individual","individual","individual","individual","Male","Male","Male","Male","1","1","1","1","10/07/2019","10/07/2019","10/09/2019","10/09/2019","3","3",NA,"Judge Philip A. Brimmer","Magistrate Judge Kristen L. Mix","Chief Judge Philip A. Brimmer","Chief Judge Philip A. Brimmer","9",NA,NA,"2","2","3","09:02 AM","10:40 AM","10:18 AM to 10:33 AM",15,83,"At 10:33 a.m., jurors present; bench conference from 10:33 to 10:34 a.m. where counsel passed the jury for cause; jurors excused for cause listed; plaintiff's and defendant's peremptory challenges listed — all preceding the nine jurors selected and sworn at 10:40 a.m.",80,NA,1,"Day 1: 3:40 PM to 5:00 PM, 80 min","YES","YES",0,"[{""question"":""Medical expenses (compensatory damages for constitutional rights violation)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Non-economic damages (compensatory damages for constitutional rights violation)"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Nominal damages (if no compensatory damages found)"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Punitive damages (evil motive or reckless indifference to federally protected rights)"",""amount"":{},""recipient"":""plaintiff"",""type"":""punitive""}]","verify — one or more line items had no amount","defendant","defendant","defendant","Jury found plaintiff did physically resist removal from cell (Q1: Yes), but force used was not more than reasonably necessary (Q2: No), and plaintiff did not prove unreasonable force claim (Q3: No). Questions 4 and 5 were not answered per instructions.",NA,NA,NA
"1603000","individual",NA,"individual","individual",NA,"individual","Female",NA,"Male",NA,"1",NA,"4",NA,"09/10/2018","09/10/2018","09/27/2018","09/27/2018","13","13",NA,"Judge Richard P. Matsch","Magistrate Judge Kathleen M. Tafoya","Judge R. Brooke Jackson","Judge R. Brooke Jackson","7",NA,"36","5","3","3","09:28 AM","12:57 PM","10:43 AM to 10:57 AM",14,195,NA,233,NA,1,"Day 1: 1:13 PM to 5:06 PM, 233 min","YES","NO",0,"[{""question"":""Past medical and health care expenses"",""amount"":0,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Past lost earnings/lost earning capacity"",""amount"":0,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Future lost earnings/lost earning capacity"",""amount"":0,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Future medical and health care expenses"",""amount"":0,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Past Non-economic losses"",""amount"":0,""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Future Non-economic losses"",""amount"":0,""recipient"":""plaintiff"",""type"":""noneconomic""}]","ok","defendant",NA,"defendant","Jury found no negligence on the part of any defendant (all four defendants answered NO on Question 1). Questions 2-4 were not completed as the jury stopped after finding no negligence. Damages section was left blank.",NA,NA,NA
"1700025","individual","individual","individual","corporation","corporation","corporation","Female","Female",NA,NA,"1","1","1","1","02/20/2018","02/20/2018","02/22/2018","02/22/2018","3","3",NA,"Magistrate Judge Craig B. Shaffer","Magistrate Judge Craig B. Shaffer","Senior Judge Wiley Y. Daniel","Judge Wiley Y. Daniel","10","10",NA,"0","3","3","09:35 AM","12:27 PM","10:50 AM to 11:12 AM",22,150,"At 12:25 p.m. Court reads preliminary jury instructions, prior to jury being sworn at 12:27 p.m.",272,NA,1,"Day 1: 11:34 AM to 4:06 PM, 272 min","NO","YES",400000,"[{""question"":""Q3 — Actual damages on Fair Credit Reporting Act claims"",""amount"":25000,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q4 — Punitive damages on Fair Credit Reporting Act claim"",""amount"":360000,""recipient"":""plaintiff"",""type"":""punitive""},{""question"":""Q6 — Damages on Breach of Contract claim"",""amount"":15000,""recipient"":""plaintiff"",""type"":""economic""}]","ok","plaintiff","plaintiff","plaintiff",NA,NA,360000,NA
"1700584","individual","individual","individual","corporation","corporation","corporation","Male","Male",NA,NA,"1","1","1","1","10/15/2018","10/15/2018","10/18/2018","10/18/2018","4","4",NA,"Judge Philip A. Brimmer","Magistrate Judge Nina Y. Wang","Judge Philip A. Brimmer","Judge Philip A. Brimmer","9",NA,NA,"2","3","3","9:26 AM","11:46 AM","10:29 AM to 10:47 AM",18,122,"At 9:13 a.m., jurors present and fifteen jurors seated in the jury box; Court's preliminary remarks and introduction of staff, counsel, and parties; Statement by the Court; All jurors sworn for voir dire — all occurring before voir dire by Court began at 9:26 a.m.",NA,"one or more days had unresolvable times — verify manually",1,NA,"YES","NO",0,"[{""question"":""Non-economic losses or injuries"",""amount"":0,""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Physical impairment"",""amount"":0,""recipient"":""plaintiff"",""type"":""noneconomic""}]","ok","defendant","defendant","plaintiff","Jury found for defendant on premises liability claim (Question 1 answered NO); questions 2-4 were not answered per instructions.",NA,NA,NA
"1701341","individual","individual",NA,"individual","individual",NA,"Male","Male","Mixed","Female","1","1","2","2",NA,"09/16/2019",NA,"09/18/2019",NA,"3",NA,"Magistrate Judge Gordon P. Gallagher","Magistrate Judge Gordon P. Gallagher",NA,"Judge Christine M. Arguello",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO","YES",180002,"[{""question"":""Q3 — Compensatory damages against Sgt. Watson (Claim 1)"",""amount"":1,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q5 — Punitive damages against Sgt. Watson (Claim 1)"",""amount"":60000,""recipient"":""plaintiff"",""type"":""punitive""},{""question"":""Q8 — Compensatory damages against Lt. Prieto (Claim 2)"",""amount"":1,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q10 — Punitive damages against Lt. Prieto (Claim 2)"",""amount"":120000,""recipient"":""plaintiff"",""type"":""punitive""}]","ok","plaintiff","plaintiff","plaintiff","Single verdict form covering two claims: Claim 1 (First Amendment retaliation against Sgt. Watson) and Claim 2 (Fourteenth Amendment procedural due process against Lt. Prieto). Jury found for plaintiff on both claims.",NA,180000,NA
"1702629","individual",NA,"individual","corporation",NA,"corporation","Mixed",NA,NA,NA,"2",NA,"1",NA,"05/06/2019","05/06/2019","05/08/2019","05/08/2019","3","3",NA,"Magistrate Judge Kathleen M. Tafoya","Magistrate Judge Kathleen M. Tafoya","Magistrate Judge Kathleen M. Tafoya","Magistrate Judge Kathleen M. Tafoya","8",NA,NA,"1","3","3","10:17 AM","11:55 AM",NA,0,98,"At 10:04 a.m. court came in session with appearances of counsel and jurors present; court gave opening remarks to prospective jurors; fourteen jurors called to the jury box — all occurring before voir dire began at 10:17 a.m.",88,NA,1,"Day 1: 1:55 PM to 3:23 PM, 88 min","NO","NO",0,"[{""question"":""Q4 — Dollar amount of covered loss for roof repair (May 8, 2017 storm)"",""amount"":0,""recipient"":""defendant"",""type"":""economic""}]","ok","defendant",NA,"defendant","Jury answered No to Questions 2 and 3 (defendant did not fail to approve coverage; plaintiffs did not substantially perform), stopping before damages. Questions 4, 5, and 6 were left blank.",NA,NA,NA
"1703070","individual","individual","individual","corporation","corporation","corporation","Male","Male",NA,NA,"1","1","1","1","04/15/2019","04/15/2019","04/19/2019","04/19/2019","5","5",NA,"Magistrate Judge Kristen L. Mix","Magistrate Judge Kristen L. Mix","Magistrate Judge Kristen L. Mix","Magistrate Judge Kristen L. Mix","8",NA,NA,"0","2","2","09:30 AM","10:25 AM",NA,0,55,"At 10:00 a.m. voir dire by Ms. Colaizzi began. After voir dire concluded, jurors excused for cause (none), plaintiff's and defendant's peremptory challenges were exercised, eight jurors were sworn to try the case, court's preliminary instructions to the jury were given, and bailiff was sworn — all before the 10:25 a.m. recess timestamp which marks the end of the voir dire/jury selection phase.",216,NA,1,"Day 1: 12:01 PM to 3:37 PM, 216 min","YES","YES",50000,"[{""question"":""Section 1981 — Back pay damages (Q4)"",""amount"":0,""recipient"":""defendant"",""type"":""economic""},{""question"":""Section 1981 — Reduction of back pay damages (Q5)"",""amount"":0,""recipient"":""defendant"",""type"":""economic""},{""question"":""Section 1981 — Compensatory damages for pain, suffering, mental anguish (Q6)"",""amount"":25000,""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Section 1981 — Punitive damages (Q7)"",""amount"":0,""recipient"":""defendant"",""type"":""punitive""},{""question"":""Title VII — Back pay damages (Q11)"",""amount"":0,""recipient"":""defendant"",""type"":""economic""},{""question"":""Title VII — Reduction of back pay damages (Q12)"",""amount"":0,""recipient"":""defendant"",""type"":""economic""},{""question"":""Title VII — Compensatory damages for pain, suffering, mental anguish (Q13)"",""amount"":25000,""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Title VII — Punitive damages (Q14)"",""amount"":0,""recipient"":""defendant"",""type"":""punitive""}]","ok","plaintiff","plaintiff","plaintiff","Single verdict form with two claim sections: Section 1981 claims and Title VII claims. Under Section 1981: harassment proven (Q2 Yes), discrimination and retaliation not proven. Under Title VII: harassment proven (Q9 Yes), discrimination and retaliation not proven. Compensatory damages of $25,000 awarded under both Section 1981 and Title VII; no back pay or punitive damages awarded.",50000,NA,NA
"1800997","corporation","university, corporation","corporation","corporation","corporation","corporation",NA,NA,NA,NA,"2","2","1","1","03/27/2023","03/27/2023","03/31/2023","03/31/2023","5","5",NA,"Chief Judge Marcia S. Krieger","Magistrate Judge Kristen L. Mix","Judge Raymond P. Moore","Judge Raymond P. Moore","8",NA,NA,"7","3","3","09:32 AM","12:22 PM","10:34 AM to 11:01 AM",27,143,"At 12:14 p.m., at the bench, discussion held regarding challenges for cause. In open court, jurors excused for cause (100428535, 100428918, 100425762) before peremptory challenges were exercised at 12:22 p.m.",215,NA,1,"Day 1: 11:18 AM to 2:53 PM, 215 min","NO","NO",39000000,"[{""question"":""Q5 — Damages suffered by Duke and Allergan Sales due to infringement of claim 30 of the '270 patent by Sandoz"",""amount"":39000000,""recipient"":""plaintiff"",""type"":""economic""}]","ok","plaintiff","plaintiff","plaintiff","Patent infringement case. Jury found claim 30 of the '270 patent not invalid (not obvious, not lacking written description, not lacking enablement) and awarded damages to plaintiffs.",NA,NA,NA
"1801665","individual","individual","individual","corporation","corporation","corporation","Male","Male",NA,NA,"1","1","1","1","06/27/2022","06/27/2022","07/01/2022","07/01/2022","5","5",NA,"Judge Wiley Y. Daniel","Magistrate Judge Nina Y. Wang","Judge Raymond P. Moore","Judge Raymond P. Moore","8","8",NA,"6","3","3","9:06 AM","11:46 AM","10:35 AM to 10:50 AM",15,145,"At 9:06 AM when jury panel became present: all jurors sworn for voir dire, attorneys and parties introduced, court's statement of the case to jurors, court advises jury panel regarding its jury selection practice, two jurors excused for cause (100425473, 100432266) — all before voir dire of the jury panel by the Court began.",188,NA,1,"Day 1: 11:05 AM to 2:13 PM, 188 min","YES","NO",0,"[{""question"":""Q2a - Economic Damages (breach of contract)"",""amount"":0,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q2b - Noneconomic Damages (breach of contract)"",""amount"":0,""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Q2c - Physical Impairment or Disfigurement Damages (breach of contract)"",""amount"":0,""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Q2d - Nominal Damages (breach of contract)"",""amount"":0,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q4 - Damages for bad faith breach"",""amount"":0,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q6 - Total dollar amount of covered benefits delayed or denied without reasonable basis"",""amount"":0,""recipient"":""plaintiff"",""type"":""economic""}]","ok","defendant","defendant","defendant","Jury found for defendant on all three claims: breach of contract (Q1: No), bad faith breach (Q3: No), and unreasonable delay or denial of benefits (Q5: No). No damages awarded.",NA,NA,NA
"1802076","individual","individual","individual","individual","county, individual","individual","Female","Female","Male","Male","1","1","1","4","10/03/2022","10/03/2022","10/04/2022","10/04/2022","2","2",NA,"Judge Wiley Y. Daniel","Magistrate Judge S. Kato Crews","Judge Daniel D. Domenico","Judge Daniel D. Domenico","7","7",NA,"5","3","3","09:41 AM","11:52 AM","10:57 AM to 11:10 AM",13,118,"At 9:40 a.m., voir dire oath given, immediately before voir dire commenced at 9:41 a.m. At 11:43 a.m., bench conference regarding challenges for cause (and there are none), followed by listing of challenges for cause and peremptory challenges, before jury sworn at 11:52 a.m.",77,NA,1,"Day 1: 3:38 PM to 4:55 PM, 77 min","YES","YES",8250000,"[{""question"":""Question 4(b) — Compensatory damages for deprivation of constitutional rights"",""amount"":3250000,""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Question 5(b) — Punitive damages for deprivation of constitutional rights"",""amount"":5000000,""recipient"":""plaintiff"",""type"":""punitive""}]","ok","plaintiff","plaintiff","plaintiff","Plaintiff Hollis Ann Whitson appears as guardian ad litem for Peatinna Biggs; the real party in interest is Peatinna Biggs. Jury found for plaintiff on all three claims: excessive force, cruel and unusual punishment, and false imprisonment. Compensatory and punitive damages awarded.",3250000,5000000,NA
"1901749","corporation","corporation","corporation","corporation","corporation","corporation",NA,NA,NA,NA,"1","1","1","1","03/14/2022","03/14/2022","03/22/2022","03/22/2022","7","7",NA,"Magistrate Judge S. Kato Crews","Magistrate Judge S. Kato Crews","Judge Regina M. Rodriguez","Judge Regina M. Rodriguez","8","8",NA,"1","3","3","09:54 AM","11:19 AM","10:50 AM to 11:14 AM",24,61,"At 9:22 a.m., all prospective jurors were sworn for voir dire. At 9:27 a.m., Court reads the Juror Code of Conduct and the stipulated statement of claims and defenses. These events occurred before the 9:54 a.m. voir dire start timestamp.",650,NA,2,"Day 1: 2:32 PM to 5:26 PM, 174 min; Day 2: 8:00 AM to 3:56 PM, 476 min","NO","YES",1037699,"[{""question"":""Q3 - Titan's damages from National Tax's breach of contract"",""amount"":1027500,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q5 - Titan's damages from National Tax's breach of implied duty of good faith"",""amount"":10200,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q7 - Titan's damages from National Tax's unjust enrichment"",""amount"":0,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q9 - National Tax's actual damages from Titan's misappropriation of trade secrets"",""amount"":0,""recipient"":""defendant"",""type"":""economic""},{""question"":""Q11 - Exemplary damages for willful and malicious misappropriation"",""amount"":0,""recipient"":""defendant"",""type"":""punitive""},{""question"":""Q13 - National Tax's damages from Titan's interference with contract"",""amount"":0,""recipient"":""defendant"",""type"":""economic""},{""question"":""Q15 - National Tax's damages from Titan's interference with business advantage"",""amount"":0,""recipient"":""defendant"",""type"":""economic""},{""question"":""Q17 - National Tax's damages from Titan's unjust enrichment"",""amount"":1,""recipient"":""defendant"",""type"":""economic""}]","ok","plaintiff","plaintiff","plaintiff","Titan (plaintiff) prevailed on breach of contract and breach of implied duty of good faith and fair dealing claims, awarded $1,027,500 and $10,200 respectively. National Tax (defendant/counterclaim plaintiff) prevailed on unjust enrichment counterclaim but amount awarded appears to be $1 (ambiguous mark). All other counterclaims decided for Titan.",NA,NA,NA
"2000076","individual","individual","individual","corporation","corporation","corporation","Female","Female",NA,NA,"1","1","1","1","09/27/2021","09/27/2021","09/30/2021","09/30/2021","4","4",NA,"Judge R. Brooke Jackson","Magistrate Judge Scott T. Varholak","Judge R. Brooke Jackson","Judge R. Brooke Jackson","7","7","21",NA,"3","3","09:24 AM","10:10 AM",NA,0,46,NA,93,NA,1,"Day 1: 12:30 PM to 2:03 PM, 93 min","YES","YES",0,"[{""question"":""Q3 — Economic damages for Title VII claims"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q4 — Amount to deduct from economic damages (failure to mitigate) under Title VII"",""amount"":{},""recipient"":""defendant"",""type"":""economic""},{""question"":""Q5 — Future damages for losses after date of trial under Title VII"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q6 — Non-economic damages (emotional distress, pain, suffering, mental anguish) under Title VII"",""amount"":{},""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Q7 — Punitive damages under Title VII"",""amount"":{},""recipient"":""plaintiff"",""type"":""punitive""},{""question"":""Q9 — Economic damages for Section 1981 claim"",""amount"":{},""recipient"":""plaintiff"",""type"":""economic""}]","verify — one or more line items had no amount","defendant","defendant","defendant","Jury found for defendant on all claims: Title VII sex discrimination (Q1: No), Title VII race discrimination (Q2: No), and Section 1981 race discrimination (Q8: No). Sections II and IV (damages) were skipped per instructions.",NA,NA,NA
"2000627","individual","individual","individual","school, individual","school, individual","school, individual","Female","Female","Male","Male","1","1","2","2","03/13/2023","03/13/2023","03/16/2023","03/16/2023","4","4",NA,"Judge Robert E. Blackburn","Magistrate Judge Kathleen M. Tafoya","Judge Nina Y. Wang","Judge Nina Y. Wang","8","8",NA,"4","3","3","09:24 AM","11:38 AM","10:55 AM to 11:12 AM",17,117,"At 9:11 a.m. court came in session, jury panel became present, court made preliminary remarks and introduced staff, counsel, and parties, and jury panel was sworn for voir dire before voir dire by Court began at 9:24 a.m. Before the jury was sworn at 11:38 a.m., challenges for cause and peremptory challenges were listed.",157,NA,1,"Day 1: 10:59 AM to 1:36 PM, 157 min","YES","NO",0,"[{""question"":""Q3a — Lost wages and employment benefits (First Amendment claim against Dehn)"",""amount"":0,""recipient"":""defendant"",""type"":""economic""},{""question"":""Q3b — Mental and emotional suffering (First Amendment claim against Dehn)"",""amount"":0,""recipient"":""defendant"",""type"":""noneconomic""},{""question"":""Q3 Total — Compensatory damages (First Amendment claim against Dehn)"",""amount"":0,""recipient"":""defendant"",""type"":""economic""},{""question"":""Q6 — General damages for breach of contract claim against Pueblo School District No. 60"",""amount"":0,""recipient"":""defendant"",""type"":""economic""}]","ok","defendant","defendant","defendant","Verdict for defendant on First Amendment retaliation claim against Jonathan Dehn (Q1: No). Verdict for defendant on breach of contract claim against Pueblo School District No. 60 (Q4: Yes, but Q5: No — district did not fail to follow the provision). Damages questions not reached for either claim.",NA,NA,NA
"2001194","corporation","corporation","corporation","corporation","corporation","corporation",NA,NA,NA,NA,"1","1","1","1","05/01/2023","05/01/2023","05/05/2023","05/05/2023","5","5",NA,"Magistrate Judge Kathleen M. Tafoya","Magistrate Judge Kathleen M. Tafoya","Judge Daniel D. Domenico","Judge Daniel D. Domenico","9","9",NA,"5","3","3","9:28 AM","11:47 AM","10:38 AM to 10:54 AM",16,123,"At 9:20 a.m., before voir dire commenced, appearances of counsel and parties were noted and the Court gave opening remarks to prospective jurors. At 9:27 a.m., the voir dire oath was given.",154,NA,1,"Day 1: 3:45 PM to 6:19 PM, 154 min","NO","YES",6725000,"[{""question"":""Q1(c) — General damages for breach of contract"",""amount"":700000,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q1(d) — Nominal damages (if general damages not proved)"",""amount"":0,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q2(b) — Benefits denied without reasonable basis (unreasonable denial of benefits)"",""amount"":1400000,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q3(b) — Damages caused by bad faith breach of insurance contract"",""amount"":745000,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q3(d) — Punitive damages for bad faith breach of insurance contract"",""amount"":1500000,""recipient"":""plaintiff"",""type"":""punitive""},{""question"":""Q4 — Total damages award"",""amount"":2380000,""recipient"":""plaintiff"",""type"":""economic""}]","ok","plaintiff","plaintiff","plaintiff",NA,NA,1500000,NA
"2101408","individual","individual","individual","corporation","corporation","corporation","Female","Female",NA,NA,"1","1","1","1","09/23/2024","09/23/2024","09/25/2024","09/25/2024","3","3",NA,"Magistrate Judge S. Kato Crews","Magistrate Judge S. Kato Crews","Judge Daniel D. Domenico","Judge Daniel D. Domenico","9","9",NA,"2","3","3","9:20 AM","11:36 AM","10:39 AM to 11:19 AM; 11:24 AM to 11:33 AM",49,87,"At 11:33 a.m. court in session: challenges for cause listed (100506999, 100518667), peremptory challenges by Plaintiff and Defendant listed prior to jury being sworn at 11:36 a.m.",246,NA,1,"Day 1: 11:57 AM to 4:03 PM, 246 min","NO","NO",28238.25,"[{""question"":""Q3 — Damages caused by Safeco's breach of contract"",""amount"":35410.29,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q5 — Amount Safeco entitled to set off"",""amount"":7172.04,""recipient"":""defendant"",""type"":""economic""}]","ok","plaintiff","plaintiff","plaintiff",NA,NA,NA,NA
"2101748","individual","individual","individual","corporation","corporation","corporation","Male","Male",NA,NA,"1","1","1","1","06/26/2023","06/26/2023","06/27/2023","06/29/2023","4","4",NA,"Magistrate Judge Michael E. Hegarty","Magistrate Judge Michael E. Hegarty","Judge Gordon P. Gallagher","District Judge Gordon P Gallagher","9","8",NA,"8","3","3","9:10 AM","11:48 AM","10:11 AM to 10:26 AM",15,143,"At 9:10 a.m. court came back in session; jury panel became present, court gave remarks to prospective jurors, introduced counsel and parties, administered oath, and conducted voir dire before the noted voir dire start. The 11:48 a.m. timestamp marks a bench conference regarding challenge for cause, after which peremptory challenges were exercised and jurors were sworn.",169,NA,1,"Day 1: 1:50 PM to 4:39 PM, 169 min","YES","NO",413333.63,"[{""question"":""Total dollar amount of payment Defendant Allstate delayed making without a reasonable basis (Section I, Q2)"",""amount"":76221.63,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Total amount of Plaintiff Yeager's damages for noneconomic losses caused by Defendant Allstate's unreasonable conduct or position (Section II, Q5)"",""amount"":337112,""recipient"":""plaintiff"",""type"":""noneconomic""}]","ok","plaintiff","plaintiff","plaintiff",NA,337112,NA,NA
"2102444","individual","individual","individual","corporation","corporation","corporation","Male","Male",NA,NA,"1","1","1","1","09/11/2023","09/11/2023","09/14/2023","09/14/2023","4","4",NA,"Magistrate Judge S. Kato Crews","Magistrate Judge S. Kato Crews","Judge Charlotte N. Sweeney","Judge Charlotte N. Sweeney","9","9","29","3","3","3","08:51 AM","11:22 AM","10:42 AM to 10:55 AM",13,138,"At 8:39 a.m. court came back in session; twenty-nine potential jurors brought to court, attorneys and parties introduced, court's statement of the case to jurors, fifteen jurors called to the jury box, all jurors sworn for voir dire, and court's preliminary remarks to jurors — all occurring before voir dire began at 8:51 a.m. At 11:22 a.m., nine jurors were sworn to try the case; the document also notes '11:22 p.m. Court in recess' (likely a typographical error for 11:22 a.m.) immediately following the swearing.",150,NA,2,"Day 1: 3:58 PM to 4:17 PM, 19 min; Day 2: 8:30 AM to 10:41 AM, 131 min","YES","NO",0,"[{""question"":""Q3a — Noneconomic losses or injuries damages"",""amount"":0,""recipient"":""plaintiff"",""type"":""noneconomic""},{""question"":""Q3b — Economic losses damages"",""amount"":0,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Q6 — Total dollar amount of covered benefits delayed or denied without reasonable basis"",""amount"":0,""recipient"":""plaintiff"",""type"":""economic""}]","ok","defendant","defendant","defendant","Jury found No on breach of contract (Q1) and No on unreasonable delay or denial of benefits (Q4); all remaining questions left unanswered as directed by form instructions.",NA,NA,NA
"501917","corporation","corporation","corporation","corporation","corporation","corporation",NA,NA,NA,NA,"1","1","1","1","12/03/2007","12/03/2007","12/14/2007","12/14/2007","10","10",NA,"Magistrate Judge Michael J. Watanabe","Magistrate Judge Michael J. Watanabe","Senior District Judge Richard P. Matsch","Judge Richard P. Matsch","12",NA,NA,"2","3","3","08:36 AM","01:30 PM","12:05 PM to 01:30 PM",85,209,"At 8:36 a.m., before voir dire began, the Statement of Case was read to jurors by the Court and all jurors were sworn for voir dire. Eighteen jurors were called to the jury box. At 1:30 p.m. (court in session after recess), jurors were present and twelve jurors were sworn to try the case.",926,NA,3,"Day 1: 1:47 PM to 4:37 PM, 170 min; Day 2: 9:00 AM to 4:32 PM, 452 min; Day 3: 9:00 AM to 2:04 PM, 304 min","NO","NO",394410.20999999996,"[{""question"":""Breach of license agreement damages"",""amount"":150660.21,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Adept's losses from copyright infringement"",""amount"":0,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Zoll's profits from Nomad product attributed to unauthorized use of Street Wizard"",""amount"":243750,""recipient"":""plaintiff"",""type"":""economic""}]","ok","plaintiff","plaintiff","plaintiff","Jury awarded damages for breach of license agreement, copyright infringement (defendant profits), and found 47 DMCA violations. Court ordered DMCA statutory damages of $2,500 per violation (47) totaling $117,500. Entry of judgment withheld pending briefs on prejudgment interest and attorney fees.",NA,NA,NA
"601016","individual","individual","individual","individual","individual","individual","Male","Male","Male","Male","1","1","1","1","11/05/2007","11/05/2007","11/06/2007","11/06/2007","2","2",NA,"Magistrate Judge Boyd N. Boland","Magistrate Judge Craig B Shaffer","Chief Judge Edward W. Nottingham","Chief Judge Edward W. Nottingham","12","12",NA,"1","3","3","09:20 AM","10:26 AM",NA,0,66,"At 9:20 AM, civil voir dire oath was given to jury panel before voir dire by court commenced. At 9:29 AM, Plaintiff Lomax introduced himself. At 9:30 AM, Mr. Bigler introduced Defendant Penson and listed witnesses. At 9:31 AM, continued voir dire resumed.",89,NA,1,"Day 1: 10:43 AM to 12:12 PM, 89 min","YES","YES",0,"[{""question"":""Compensatory damages — amount to fairly compensate Mr. Lomax for injuries caused by unlawful conduct of Sgt. Penson"",""amount"":0,""recipient"":""defendant"",""type"":""noneconomic""},{""question"":""Punitive damages — amount to punish Sgt. Penson and set an example for others"",""amount"":0,""recipient"":""defendant"",""type"":""punitive""}]","ok","defendant","defendant","defendant","Jury found for the defendant on the due process claim (Question 1 answered NO — taser use was not excessive). Certification B (defendant verdict) was signed and dated November 6, 2007. Certification A (plaintiff verdict) was not signed.",NA,NA,NA
"601142","individual","individual","individual","city","city","city","Female","Female",NA,NA,"1","1","1","1","04/12/2010","04/12/2010","04/21/2010","04/21/2010","7","7",NA,"Magistrate Judge Michael J. Watanabe","Magistrate Judge Michael J. Watanabe","Senior Judge Walker D. Miller","Judge Walker D. Miller","8","6",NA,NA,"3","3","02:07 PM","03:45 PM","02:37 PM to 02:57 PM",20,78,NA,239,NA,1,"Day 1: 12:42 PM to 4:41 PM, 239 min","YES","NO",0,"[{""question"":""Question 7 — Back pay damages for age discrimination and/or civil rights violation"",""amount"":0,""recipient"":""plaintiff"",""type"":""economic""},{""question"":""Question 8 — Compensatory damages for sex discrimination, retaliation, Equal Protection, and/or Due Process violations"",""amount"":0,""recipient"":""plaintiff"",""type"":""noneconomic""}]","ok","defendant","defendant","defendant","All questions answered in favor of defendant; no damages awarded.",NA,NA,NA
